EncuestaPersona_id,EncuestaHogar_ID,zonaimm,ZatHogar,MZatHogar,DptoHogar,estrato,Anillo,Idpersonaech,PARENTESCO,FECHAVIAJES,LUGAR4MANANAENUM,zat4am,Edad,Edad052009,NacimientoAnio,sexo,TamanoHogar,PersonasenHogar,Vehiculosenhogar,TipousuarioModo,Preescolar,PrimariaComun,PrimariaEspecial,CicloBasicoLiceo,BachillerSecundario,BachillerTecnilogico,Tecnico,Profesorado,Universitario,Terciario,Posgrado,EstudioPrincipal,AsistenciaInstitutoEducativo,Jubilado,Pensionista,Rentista,Estudiante,QuehaceresEnCasa,¿Se movió?,Ponderacion
7071,6915,Centro,43,2,1,4,Montevideo,1,1,14/08/0009 00:00:00.000000,1,43,64,64,1943,1,3 o 4 Personas,3,1,1,1,6,0,3,3,0,0,0,0,4,0,ESCUELA MILITAR,2,1,2,2,2,1,SI,406.199384953
7075,6917,Centro,3,1,1,3,Montevideo,2,12,,1,3,26,27,1982,1,3 o 4 Personas,3,0,,3,6,0,3,3,0,0,0,4,0,0,INGENIERIA EN SISTEMAS,1,2,2,2,1,1,#N/D,160.3978581399
7076,6917,Centro,3,1,1,3,Montevideo,2,9,,1,3,26,26,1983,1,3 o 4 Personas,3,0,,3,6,0,3,3,0,0,0,4,0,0,INGENIERIA EN SISTEMAS,1,2,2,2,1,1,#N/D,160.3978581399
7078,6918,Oeste,114,5,1,1,Montevideo,2,4,,1,114,32,32,1975,1,2 Personas,2,0,,0,6,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,#N/D,53.0163070625
7080,6919,Oeste,135,6,1,2,Montevideo,2,1,15/09/2009 00:00:00.000000,1,135,87,,1922,1,2 Personas,2,0,5,,,,,,,,,,,,,,,,,,,SI,854.0176778808
7081,6920,Oeste,146,8,1,2,Montevideo,1,1,08/09/2009 00:00:00.000000,1,146,30,30,1955,1,2 Personas,2,1,,1,6,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,#N/D,126.5211374638
7085,6921,Oeste,146,8,1,2,Montevideo,2,1,08/09/2009 00:00:00.000000,1,146,33,73,1975,1,2 Personas,2,0,5,1,6,0,3,0,0,0,0,0,0,0,,2,2,2,2,2,2,SI,126.5211374638
7099,6940,Centro,40,2,1,4,Montevideo,1,1,31/08/2009 00:00:00.000000,1,40,81,81,1927,1,2 Personas,2,1,1,0,6,0,3,1,0,0,0,0,0,0,0,2,1,2,1,2,2,SI,891.4822231858
7101,6943,Oeste,117,5,1,1,Montevideo,1,1,22/09/2009 00:00:00.000000,1,117,26,26,1982,1,3 o 4 Personas,3,0,5,2,6,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,SI,208.1304184134
7102,6942,Centro,37,2,1,4,Montevideo,1,1,18/09/2009 00:00:00.000000,1,37,46,46,1963,1,3 o 4 Personas,3,1,1,1,6,0,3,3,0,0,0,0,3,0,ANALISTA PROGRAMADOR,2,2,2,1,2,2,SI,265.8759610602
7106,6941,Este,104,10,1,1,Montevideo,2,4,07/10/2009 00:00:00.000000,1,104,14,14,1995,1,3 o 4 Personas,3,0,5,2,6,0,1,0,0,0,0,0,0,0,,1,2,2,2,1,2,SI,227.0513655418
7110,6944,Centro,41,2,1,4,Montevideo,1,1,02/09/2009 00:00:00.000000,1,41,40,40,1969,1,1 Persona,1,1,1,1,6,0,3,3,0,0,0,4,0,0,LICENCIATURA EN SOCIOLOGIA,2,2,2,2,2,1,SI,524.7466996097
7111,6945,Oeste,121,5,1,1,Montevideo,1,1,14/09/2009 00:00:00.000000,1,121,63,63,1945,1,1 Persona,1,0,12,0,5,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,1,SI,697.399643445
7118,6949,Oeste,118,12,1,2,Montevideo,1,1,,1,118,61,61,1947,1,1 Persona,1,1,12,0,6,0,2,0,0,0,0,0,0,0,,2,1,2,2,2,1,SI,105.6872017696
7119,6952,Centro,39,2,1,4,Montevideo,1,1,28/09/2009 00:00:00.000000,1,39,78,78,1930,1,2 Personas,2,1,1,0,6,0,3,3,0,0,0,0,0,0,0,2,1,2,2,2,1,SI,466.9668788116
7122,6953,Centro,37,2,1,4,Montevideo,2,2,24/09/2009 00:00:00.000000,1,37,56,56,1952,1,5 o mas Personas,6,2,1,1,6,0,3,3,0,0,0,0,0,0,0,2,2,2,1,2,2,SI,504.4807978074
7123,6953,Centro,37,2,1,4,Montevideo,3,3,,1,37,13,13,1995,1,5 o mas Personas,6,2,,3,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,#N/D,504.4807978074
7124,6953,Centro,37,2,1,4,Montevideo,4,3,24/09/2009 00:00:00.000000,1,37,11,11,1997,1,5 o mas Personas,6,2,,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,#N/D,504.4807978074
7125,6953,Centro,37,2,1,4,Montevideo,5,3,24/09/2009 00:00:00.000000,1,37,9,9,2000,1,5 o mas Personas,6,2,,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,#N/D,504.4807978074
7127,6955,Centro,36,2,1,4,Montevideo,1,1,11/09/2009 00:00:00.000000,1,36,51,51,1957,1,3 o 4 Personas,4,1,1,1,6,0,3,3,0,0,0,3,0,0,TECNICO EN INGENIERIA EN ELECTRONICA,2,2,2,2,2,2,SI,288.7276460092
7129,6955,Centro,36,2,1,4,Montevideo,3,3,11/09/2009 00:00:00.000000,1,36,20,20,1988,1,3 o 4 Personas,4,1,5,3,6,0,3,3,0,0,0,2,0,0,CIENCIAS DE LA COMUNICACION,1,2,2,2,1,2,SI,288.7276460092
7130,6955,Centro,36,2,1,4,Montevideo,4,3,11/09/2009 00:00:00.000000,1,36,18,18,1990,1,3 o 4 Personas,4,1,2,3,6,0,3,2,0,0,0,0,0,0,0,1,2,2,2,1,2,SI,288.7276460092
7131,6954,Centro,43,2,1,4,Montevideo,1,1,25/09/2009 00:00:00.000000,1,43,53,53,1955,1,3 o 4 Personas,3,1,1,2,6,0,3,3,0,1,0,4,0,0,TECNICO EN FINANZAS,1,2,2,2,1,1,SI,151.401588937
7134,6957,Centro,39,2,1,4,Montevideo,1,1,06/08/0009 00:00:00.000000,1,39,64,64,1945,1,3 o 4 Personas,3,0,5,1,6,0,3,3,0,0,0,0,0,0,0,2,1,2,2,2,1,SI,491.131983625
7136,6957,Centro,39,2,1,4,Montevideo,3,3,06/08/0009 00:00:00.000000,1,39,26,26,1982,1,3 o 4 Personas,3,0,5,3,6,0,3,3,0,0,0,4,0,0,LICENCIADO EN EDUCACION FISICA,2,2,2,2,2,2,SI,491.131983625
7137,6958,Centro,37,2,1,4,Montevideo,1,1,29/09/2009 00:00:00.000000,1,37,36,36,1972,1,3 o 4 Personas,3,1,5,1,6,0,3,3,0,0,0,4,0,0,LIC EN RELACIONES INTERNACIONALES,2,2,2,2,2,1,SI,374.1957970476
7143,5901,Este,71,3,1,3,Montevideo,1,1,06/10/2009 00:00:00.000000,1,71,37,37,1971,1,3 o 4 Personas,4,1,5,0,6,0,3,0,0,4,0,0,0,0,SANITARIO,2,2,2,2,2,2,SI,252.0771693579
7145,5901,Este,71,3,1,3,Montevideo,3,3,06/10/2009 00:00:00.000000,1,71,5,5,2003,1,3 o 4 Personas,4,1,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SI,252.0771693579
7149,6959,Este,72,3,1,3,Montevideo,2,1,06/10/2009 00:00:00.000000,1,72,47,47,1960,1,3 o 4 Personas,3,0,5,0,6,0,3,0,0,0,0,0,0,0,0,2,2,2,2,2,2,SI,363.9797550099
7150,6960,Este,72,3,1,3,Montevideo,2,1,05/10/2009 00:00:00.000000,1,72,44,37,1964,1,2 Personas,2,1,1,0,6,0,3,0,0,4,0,0,0,0,MECANICA NAVAL,2,2,2,2,2,2,SI,254.8112664057
7155,6961,Este,73,3,1,3,Montevideo,2,4,06/10/2009 00:00:00.000000,1,73,20,20,1989,1,2 Personas,2,2,1,3,6,0,3,1,0,2,0,0,0,0,GASTRONOMICO,1,2,2,2,1,2,SI,844.5173400873
7157,6965,Oeste,123,13,1,1,Montevideo,1,1,05/10/2009 00:00:00.000000,1,123,26,26,1982,1,5 o mas Personas,6,2,1,1,6,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,SI,447.2997967184
7160,6963,Este,92,9,1,1,Montevideo,2,1,16/09/2009 00:00:00.000000,1,92,25,27,1986,1,5 o mas Personas,6,1,5,0,6,0,3,9,0,2,0,0,0,0,ENFERMERIA,1,2,2,2,1,2,SI,545.7057519964
7163,6967,Centro,40,2,1,4,Montevideo,2,4,21/08/0009 00:00:00.000000,1,40,27,27,1982,1,3 o 4 Personas,4,1,2,3,6,0,3,3,0,0,0,1,2,0,ARTIQUECTURA,2,2,2,2,2,2,SI,908.7187073058
7164,6965,Oeste,123,13,1,1,Montevideo,3,5,05/10/2009 00:00:00.000000,1,123,8,6,2001,1,5 o mas Personas,6,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SI,447.2997967184
7165,6967,Centro,40,2,1,4,Montevideo,3,4,21/08/0009 00:00:00.000000,1,40,25,25,1983,1,3 o 4 Personas,4,1,5,3,6,0,3,1,0,1,0,0,0,0,ANALISTA CONTABLE,2,2,2,2,2,2,SI,908.7187073058
7167,6967,Centro,40,2,1,4,Montevideo,4,4,21/08/0009 00:00:00.000000,1,40,18,18,1990,1,3 o 4 Personas,4,1,12,3,6,0,3,2,0,9,0,0,0,0,ANALISTA CONTABLE,1,2,2,2,1,2,SI,908.7187073058
7168,6963,Este,92,9,1,1,Montevideo,4,3,,1,92,8,8,2000,1,5 o mas Personas,6,1,,2,2,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,#N/D,545.7057519964
7170,6965,Oeste,123,13,1,1,Montevideo,4,3,,1,123,6,6,2003,1,5 o mas Personas,6,2,2,2,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SI,447.2997967184
7171,6965,Oeste,123,13,1,1,Montevideo,5,4,05/10/2009 00:00:00.000000,1,123,6,6,2002,1,5 o mas Personas,6,2,2,2,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SI,447.2997967184
7176,6966,Este,94,9,1,1,Montevideo,2,2,11/09/2009 00:00:00.000000,1,94,42,42,1966,2,5 o mas Personas,6,0,,0,6,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,#N/D,71.5679674749
7177,6966,Este,94,9,1,1,Montevideo,1,1,11/09/2009 00:00:00.000000,1,94,45,45,1966,1,5 o mas Personas,6,0,12,0,6,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,SI,71.5679674749
7179,6966,Este,94,9,1,1,Montevideo,4,3,11/09/2009 00:00:00.000000,1,94,17,17,1992,1,5 o mas Personas,6,0,,1,6,0,2,0,0,0,0,0,0,0,0,1,2,2,2,1,1,#N/D,71.5679674749
7180,6966,Este,94,9,1,1,Montevideo,5,3,11/09/2009 00:00:00.000000,1,94,15,15,1993,1,5 o mas Personas,6,0,,1,6,0,9,0,0,0,0,0,0,0,0,1,2,2,2,1,1,#N/D,71.5679674749
7182,6968,Centro,39,2,1,4,Montevideo,1,1,26/08/0009 00:00:00.000000,1,39,76,76,1933,1,3 o 4 Personas,3,1,5,0,6,0,2,0,0,0,0,0,0,0,0,2,1,2,2,2,2,SI,956.4149154803
7184,6968,Centro,39,2,1,4,Montevideo,3,3,,1,39,47,47,1962,1,3 o 4 Personas,3,1,,1,6,0,3,0,0,2,0,0,0,0,ELECTRONICA,2,2,2,2,2,1,#N/D,956.4149154803
7186,6969,Este,93,9,1,1,Montevideo,5,3,11/09/2009 00:00:00.000000,1,93,4,4,2004,1,5 o mas Personas,5,1,12,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,SI,173.5598069575
7187,6969,Este,93,9,1,1,Montevideo,3,3,11/09/2009 00:00:00.000000,1,93,14,14,1994,1,5 o mas Personas,5,1,12,2,5,0,0,0,0,0,0,0,0,0,,1,2,2,2,1,2,SI,173.5598069575
7188,6969,Este,93,9,1,1,Montevideo,4,3,11/09/2009 00:00:00.000000,1,93,9,9,1999,1,5 o mas Personas,5,1,12,2,3,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,SI,173.5598069575
7189,6969,Este,93,9,1,1,Montevideo,1,1,11/09/2009 00:00:00.000000,3,87,35,35,1973,1,5 o mas Personas,5,1,1,0,6,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,SI,173.5598069575
7192,6970,Este,93,9,1,1,Montevideo,3,4,11/09/2009 00:00:00.000000,1,93,28,28,1981,1,5 o mas Personas,6,0,,2,6,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,#N/D,286.2718698998
7195,6970,Este,93,9,1,1,Montevideo,4,11,,1,93,2,29,2007,1,5 o mas Personas,6,0,,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,#N/D,286.2718698998
7197,6972,Este,82,9,1,2,Montevideo,1,1,09/09/2009 00:00:00.000000,1,82,45,45,1963,1,3 o 4 Personas,4,0,5,1,6,0,3,1,0,3,0,0,0,0,TECNICO MECANICA GRAL,2,2,2,2,2,1,SI,162.2944524567
7200,6972,Este,82,9,1,2,Montevideo,4,3,09/09/2009 00:00:00.000000,1,82,12,12,1996,1,3 o 4 Personas,4,0,12,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SI,162.2944524567
7201,6973,Oeste,31,4,1,3,Montevideo,1,1,10/09/2009 00:00:00.000000,1,31,27,27,1981,1,2 Personas,2,1,9,2,6,0,3,1,0,0,0,0,0,0,0,2,2,2,2,2,2,SI,83.723701819
7206,6975,Este,82,9,1,2,Montevideo,2,2,09/09/2009 00:00:00.000000,1,82,83,83,1926,1,3 o 4 Personas,4,0,,0,4,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,#N/D,162.2944524567
7207,6975,Este,82,9,1,2,Montevideo,4,3,09/09/2009 00:00:00.000000,1,82,43,43,1965,1,3 o 4 Personas,4,0,5,2,6,0,3,0,0,0,0,0,0,0,0,2,2,2,2,2,2,SI,162.2944524567
7208,6975,Este,82,9,1,2,Montevideo,3,3,09/09/2009 00:00:00.000000,1,82,49,49,1960,1,3 o 4 Personas,4,0,5,0,6,0,3,3,0,5,0,2,0,0,MAESTRO EN PELUQUERIA,2,2,2,2,2,2,SI,162.2944524567
7222,6987,,157,19,3,5,Segundo Anillo,1,2,18/09/2009 00:00:00.000000,1,157,37,42,1971,1,3 o 4 Personas,4,0,12,3,6,0,3,0,2,2,0,0,0,0,CARPINTERIA,2,2,2,2,2,2,SI,744.801120164
7225,6981,Oeste,150,8,1,2,Montevideo,1,1,,1,150,59,51,1949,1,3 o 4 Personas,3,0,,0,6,0,0,0,0,2,0,0,0,0,ELECTRICIDAD AUTOMOTRIZ,2,2,2,2,2,2,#N/D,254.482335472
7230,6985,Oeste,79,4,1,1,Montevideo,1,1,11/09/2009 00:00:00.000000,1,79,40,40,1968,1,3 o 4 Personas,4,0,11,2,6,0,3,0,2,0,0,0,0,0,MECANICO DE AUTOS,2,2,2,2,2,1,SI,479.9611839936
7232,6985,Oeste,79,4,1,1,Montevideo,3,3,11/09/2009 00:00:00.000000,1,79,15,15,1994,1,3 o 4 Personas,4,0,5,3,6,0,3,9,0,0,0,0,0,0,,1,2,2,2,1,2,SI,479.9611839936
7234,6983,Oeste,150,8,1,3,Montevideo,2,1,04/09/2009 00:00:00.000000,1,150,87,,1922,1,2 Personas,2,0,,,,,,,,,,,,,,,,,,,,#N/D,72.803218973
7239,6998,Este,72,3,1,3,Montevideo,1,1,29/09/2009 00:00:00.000000,1,72,56,56,1953,1,5 o mas Personas,5,0,5,0,6,0,3,3,0,0,0,6,0,0,ABOGACIA,2,2,2,2,2,2,SI,216.5219397341
7241,6998,Este,72,3,1,3,Montevideo,3,3,,1,72,24,24,1981,1,5 o mas Personas,5,0,5,2,6,0,3,1,0,0,0,0,0,0,,2,2,2,2,2,2,SI,216.5219397341
7242,6998,Este,72,3,1,3,Montevideo,3,3,,1,72,24,23,1984,1,5 o mas Personas,5,0,,2,6,0,3,1,0,0,0,0,0,0,,2,2,2,2,2,2,#N/D,216.5219397341
7243,6998,Este,72,3,1,3,Montevideo,4,3,,1,72,23,21,1986,1,5 o mas Personas,5,0,5,2,6,0,3,3,0,0,0,1,0,0,INGENIERIA EN SISTEMAS,1,2,2,2,1,2,SI,216.5219397341
7247,6990,Oeste,148,8,1,3,Montevideo,1,1,04/09/2009 00:00:00.000000,1,148,59,59,1954,1,2 Personas,2,0,12,0,6,0,1,0,0,0,0,0,0,0,,2,2,2,2,2,2,SI,185.6482083813
7251,6995,Oeste,31,4,1,3,Montevideo,1,1,04/09/2009 00:00:00.000000,1,31,48,48,1961,1,3 o 4 Personas,3,0,5,0,6,0,3,3,0,0,0,4,0,0,TECNICO DEPORTIVO BOXEO,2,2,2,2,2,2,SI,94.5936086466
7254,6994,Oeste,149,8,1,3,Montevideo,1,1,17/09/2009 00:00:00.000000,1,149,80,80,1929,1,2 Personas,2,1,,0,5,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,#N/D,251.171105457
7258,6997,Oeste,145,6,1,3,Montevideo,2,13,04/09/2009 00:00:00.000000,1,145,29,41,1979,1,2 Personas,2,1,9,0,6,0,3,1,0,0,0,0,0,0,,2,2,2,2,2,1,SI,212.9494154962
7259,6997,Oeste,145,6,1,3,Montevideo,1,1,04/09/2009 00:00:00.000000,1,145,41,29,1967,1,2 Personas,2,1,,2,6,0,3,3,0,0,0,0,0,0,,2,2,2,2,2,1,#N/D,212.9494154962
7262,6999,Oeste,146,8,1,3,Montevideo,1,1,04/09/2009 00:00:00.000000,1,146,47,51,1964,1,3 o 4 Personas,3,0,,0,6,0,0,0,0,4,0,0,0,0,DISENO GRAFICO,2,2,2,2,2,2,#N/D,462.6861292498
7263,7000,,157,19,3,5,Segundo Anillo,2,4,,1,157,15,15,1994,1,3 o 4 Personas,3,0,12,2,6,0,1,0,0,0,0,0,0,0,,1,2,2,2,1,2,SI,178.725938958
7265,7002,Centro,47,2,1,4,Montevideo,1,1,,1,47,84,84,1925,1,2 Personas,2,0,,0,6,0,3,1,0,3,0,0,0,0,ESCULTURA,2,1,2,2,2,1,#N/D,130.6201059613
7267,7000,,157,19,3,5,Segundo Anillo,3,4,18/08/2009 00:00:00.000000,1,157,8,8,2000,1,3 o 4 Personas,3,0,12,2,2,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,SI,178.725938958
7270,7003,Este,71,3,1,3,Montevideo,5,3,28/09/2009 00:00:00.000000,1,71,7,7,2001,1,3 o 4 Personas,4,0,8,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SI,252.0771693579
7271,7003,Este,71,3,1,3,Montevideo,1,1,28/09/2009 00:00:00.000000,1,71,45,45,1963,1,3 o 4 Personas,4,0,12,0,6,0,3,0,0,0,0,0,0,0,0,2,2,2,2,2,2,SI,252.0771693579
7272,7001,Oeste,145,6,1,3,Montevideo,1,1,04/09/2009 00:00:00.000000,1,145,69,68,1939,1,2 Personas,2,1,,1,6,0,3,3,0,0,0,0,0,0,,2,1,2,2,2,2,#N/D,212.9494154962
7276,7005,,156,14,3,5,Primer Anillo,3,4,18/09/2009 00:00:00.000000,1,156,30,30,1979,1,5 o mas Personas,5,0,,0,6,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,2,#N/D,344.5792173348
7279,7005,,156,14,3,5,Primer Anillo,5,4,18/09/2009 00:00:00.000000,6,156,39,,1970,1,5 o mas Personas,5,0,,,,,,,,,,,,,,,,,,,,#N/D,344.5792173348
7281,7004,Centro,46,2,1,4,Montevideo,1,1,,1,46,77,77,1932,1,3 o 4 Personas,3,0,,0,6,0,3,1,0,0,0,0,0,0,0,2,1,2,2,2,2,#N/D,216.639671975
7283,7004,Centro,46,2,1,4,Montevideo,3,3,22/09/2009 00:00:00.000000,1,46,30,30,1974,1,3 o 4 Personas,3,0,5,0,6,0,3,3,0,1,0,0,0,0,TECNICO HOTELERO,2,2,2,2,2,1,SI,216.639671975
7292,7007,,156,14,3,5,Primer Anillo,2,1,04/09/2009 00:00:00.000000,1,156,26,26,1982,1,3 o 4 Personas,3,1,9,0,6,0,3,3,0,0,0,0,0,0,0,2,2,2,2,2,1,SI,521.2839886276
7298,7008,Oeste,151,8,1,2,Montevideo,3,3,28/08/2009 00:00:00.000000,6,4,32,59,1977,1,5 o mas Personas,5,1,,3,6,0,3,0,0,3,0,0,0,0,ANALISTA PROGRAMADOR DE PC,2,2,2,2,2,2,#N/D,307.3764848914
7299,7008,Oeste,151,8,1,2,Montevideo,4,3,28/08/2009 00:00:00.000000,1,151,29,55,1979,1,5 o mas Personas,5,1,,3,6,0,3,0,0,2,0,0,0,0,MECANICA AUTOMOTRIZ,2,2,2,2,2,2,#N/D,307.3764848914
7300,7008,Oeste,151,8,1,2,Montevideo,5,3,28/08/2009 00:00:00.000000,1,151,19,32,1990,1,5 o mas Personas,5,1,,3,6,0,1,0,0,2,0,0,0,0,MECANICA AUTOMOTRIZ,2,2,2,2,2,2,#N/D,307.3764848914
7301,7008,Oeste,151,8,1,2,Montevideo,1,1,28/08/2009 00:00:00.000000,1,151,59,29,1955,1,5 o mas Personas,5,1,,0,6,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,#N/D,307.3764848914
7304,7010,Oeste,151,8,1,2,Montevideo,1,3,28/09/2009 00:00:00.000000,3,11,31,31,1989,1,3 o 4 Personas,4,0,5,0,6,0,3,0,0,1,0,0,0,0,MECANICA AUTOMOTRIZ,2,2,2,2,2,2,SI,182.5812590138
7306,7010,Oeste,151,8,1,2,Montevideo,4,11,,1,151,0,,2008,1,3 o 4 Personas,4,0,,,,,,,,,,,,,,,,,,,,#N/D,182.5812590138
7308,7011,Centro,39,2,1,4,Montevideo,2,2,06/08/0009 00:00:00.000000,1,39,73,73,1934,1,2 Personas,2,2,3,0,6,0,3,3,0,0,0,5,0,0,CIENCIAS ECONOMICAS,2,1,2,2,2,2,SI,339.6122754993
7317,7013,Centro,39,2,1,4,Montevideo,1,1,26/08/0009 00:00:00.000000,1,39,72,72,1936,1,3 o 4 Personas,4,1,,0,6,0,3,3,0,0,0,1,0,0,ABOGACIA,2,1,2,1,2,1,#N/D,1001.5240220945
7320,7013,Centro,39,2,1,4,Montevideo,4,11,,1,39,3,,2006,1,3 o 4 Personas,4,1,,,,,,,,,,,,,,,,,,,,#N/D,1001.5240220945
7322,7020,Este,71,3,1,3,Montevideo,3,2,28/09/2009 00:00:00.000000,1,71,54,54,1955,1,5 o mas Personas,5,2,1,0,6,0,3,3,0,2,0,0,0,0,ELECTRONICA,2,2,2,2,2,2,SI,313.3870180362
7323,7020,Este,71,3,1,3,Montevideo,2,4,28/09/2009 00:00:00.000000,1,71,20,20,1988,1,5 o mas Personas,5,2,5,0,6,0,3,3,0,9,0,0,0,0,TECNICO EN INFORMATICA,2,2,2,2,2,2,SI,313.3870180362
7327,7017,Oeste,143,23,1,2,Montevideo,1,1,31/08/2009 00:00:00.000000,1,143,46,46,1963,1,5 o mas Personas,6,2,,1,6,0,2,0,0,0,0,0,0,0,0,2,2,2,2,2,1,#N/D,1785.4894824668
7329,7016,Este,64,3,1,2,Montevideo,2,2,12/10/2009 00:00:00.000000,1,64,40,40,1968,1,3 o 4 Personas,4,1,9,0,3,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,1,SI,273.8718885206
7330,7017,Oeste,143,23,1,2,Montevideo,4,3,31/08/2009 00:00:00.000000,1,143,15,49,1999,1,5 o mas Personas,6,2,,2,6,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,#N/D,1785.4894824668
7333,7018,Centro,40,2,1,4,Montevideo,1,1,24/08/0009 00:00:00.000000,1,40,69,69,1939,1,3 o 4 Personas,3,1,1,0,6,0,3,1,0,2,0,0,0,0,PREPARACION BANCARIA,2,1,2,2,2,2,SI,867.7895951269
7335,7018,Centro,40,2,1,4,Montevideo,3,3,24/08/0009 00:00:00.000000,1,40,38,38,1971,1,3 o 4 Personas,3,1,2,0,0,0,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,SI,867.7895951269
7340,7024,,158,24,3,5,Primer Anillo,1,1,25/09/2009 00:00:00.000000,1,158,53,53,1956,1,5 o mas Personas,5,2,1,0,4,0,0,0,0,0,0,0,0,0,,2,1,2,2,2,2,SI,187.9523003645
7343,7024,,158,24,3,5,Primer Anillo,4,6,25/09/2009 00:00:00.000000,1,158,25,25,1983,1,5 o mas Personas,5,2,9,0,6,0,0,0,0,2,0,0,0,0,MECANICO AUTOMOTRIZ,2,2,2,2,2,2,SI,187.9523003645
7344,7024,,158,24,3,5,Primer Anillo,5,11,,1,158,1,1,2007,1,5 o mas Personas,5,2,,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,#N/D,187.9523003645
7348,7022,Oeste,149,8,1,3,Montevideo,1,1,31/08/2009 00:00:00.000000,1,149,34,34,1975,1,2 Personas,2,2,1,1,6,0,3,3,0,1,0,6,0,0,ARQUITECTURA,1,2,2,2,1,1,SI,365.8361753395
7350,7028,Este,102,15,1,1,Montevideo,1,1,06/10/2009 00:00:00.000000,1,102,48,48,1960,1,3 o 4 Personas,4,1,9,1,6,0,3,1,0,3,0,0,0,0,TORNERIA,2,2,2,2,2,2,SI,266.6451022187
7352,7023,Centro,46,2,1,3,Montevideo,1,1,25/09/2009 00:00:00.000000,1,46,24,24,1985,1,1 Persona,1,1,1,2,6,0,3,3,0,0,0,1,0,0,CONTADOR PUBLICO,1,2,2,2,1,1,SI,210.1518546897
7354,7028,Este,102,15,1,1,Montevideo,3,3,06/10/2009 00:00:00.000000,1,102,17,17,1991,1,3 o 4 Personas,4,1,5,1,6,0,2,0,0,0,0,0,0,0,0,2,2,2,2,2,1,SI,266.6451022187
7361,7026,,156,14,3,5,Primer Anillo,1,1,26/08/2009 00:00:00.000000,1,156,67,67,1941,1,2 Personas,2,0,,0,4,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,#N/D,454.8041952633
7373,7030,,156,14,3,5,Primer Anillo,3,4,24/08/2009 00:00:00.000000,1,156,9,9,2000,1,5 o mas Personas,5,0,12,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SI,208.8358892938
7375,7030,,156,14,3,5,Primer Anillo,4,4,24/08/2009 00:00:00.000000,1,156,8,8,2002,1,5 o mas Personas,5,0,12,2,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SI,208.8358892938
7376,7031,Centro,40,2,1,4,Montevideo,2,7,20/08/0009 00:00:00.000000,1,40,50,50,1958,1,2 Personas,2,1,1,0,6,0,3,3,0,0,0,8,0,0,ARQUITECTURA,2,2,2,2,2,2,SI,326.5502649032
7378,7029,Este,63,3,1,3,Montevideo,2,13,14/10/2009 00:00:00.000000,1,63,4,4,2004,1,3 o 4 Personas,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,SI,388.6563485699
7379,7030,,156,14,3,5,Primer Anillo,5,12,,1,156,0,0,2008,1,5 o mas Personas,5,0,,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,#N/D,208.8358892938
7380,7029,Este,63,3,1,3,Montevideo,3,2,14/10/2009 00:00:00.000000,1,63,32,32,1974,1,3 o 4 Personas,3,0,5,0,6,0,3,0,0,0,0,0,0,0,0,2,2,2,2,2,2,SI,388.6563485699
7381,7032,Este,49,11,1,4,Montevideo,1,1,21/09/2009 00:00:00.000000,1,49,71,71,1937,1,3 o 4 Personas,3,1,1,0,6,0,3,2,0,0,0,0,0,0,0,2,1,2,2,2,1,SI,174.7888262525
