,PARTIDO,fraccion,radio,hogar,LOCALIDA,CANPER,CANPERM3,CANPEREV,TIPOVIVI,COCHERA,AUTO,BICICLET,CICLOMO,MOTO,CANAUTOS,OTIPOVIV,z_cocherasino,z_tieneciclomo,z_tienemoto,z_tieneauto,wt1,z_gastoco2,z_gastoma2,z_Quintil_ing_per_capita_AD_EQUIV,IDH
8661,Lomas de Zamora,18.0,10.0,026,LOMAS DE ZAMORA,3.0,3.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,86.2699966430664,0.0,0.0,5.0,10158.0
8662,Alte. Brown,3.0,15.0,028,RAFAEL CALZADA,3.0,3.0,0.0,Departamento,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,288.966064453125,0.0,0.0,4.0,10159.0
8663,Avellaneda,16.0,14.0,030,GERLI,1.0,1.0,0.0,Departamento,0.0,No,6.0,No tiene,No tiene,No tiene,,No,No,No,No,247.10174560546875,0.0,0.0,4.0,10160.0
8664,Lomas de Zamora,2.0,9.0,031,TEMPERLEY,1.0,1.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,248.18032836914062,0.0,0.0,4.0,10161.0
8665,Avellaneda,16.0,14.0,031,GERLI,1.0,1.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,254.75390625,0.0,0.0,5.0,10162.0
8666,Avellaneda,16.0,14.0,040,GERLI,2.0,2.0,0.0,Departamento,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,171.67025756835938,0.0,0.0,4.0,10163.0
8667,Tigre,5.0,6.0,051,TALAR,2.0,2.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,1.0,,Si,No,No,Si,218.53038024902344,300.0,260.921132457027,2.0,10164.0
8668,Cap. Fed. DE 19,3.0,5.0,031,NUEVA POMPEYA,2.0,2.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,295.7318420410156,0.0,0.0,5.0,10165.0
8669,Cap. Fed. DE 19,3.0,5.0,040,NUEVA POMPEYA,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,450.263671875,0.0,0.0,1.0,10166.0
8670,Vicente Lopez,13.0,20.0,040,VILLA MARTELLI,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,165.2726593017578,316.666666666667,260.921132457027,5.0,10167.0
8671,Tigre,5.0,6.0,060,TALAR,4.0,4.0,0.0,Departamento,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,184.75924682617188,0.0,0.0,4.0,10168.0
8672,Vicente Lopez,13.0,20.0,043,VILLA MARTELLI,4.0,4.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,254.35955810546875,287.121212121212,441.921487603306,4.0,10169.0
8673,Vicente Lopez,13.0,20.0,051,VILLA MARTELLI,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,228.2969207763672,270.357142857143,441.921487603306,5.0,10170.0
8674,Tigre,10.0,4.0,051,BENAVIDEZ,4.0,4.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,177.59031677246094,313.061224489796,441.921487603306,1.0,10171.0
8675,Avellaneda,3.0,15.0,040,PIÑEYRO,2.0,1.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,182.45681762695312,0.0,0.0,3.0,10172.0
8676,Avellaneda,3.0,15.0,012,PIÑEYRO,3.0,3.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,190.81419372558594,0.0,0.0,2.0,10173.0
8677,Moreno,6.0,26.0,010,TRUJUI,5.0,5.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,108.51921081542969,0.0,0.0,1.0,10174.0
8678,Lomas de Zamora,18.0,10.0,015,LOMAS DE ZAMORA,5.0,5.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,1.0,,Si,No,No,Si,113.13129425048828,310.714285714286,208.979591836735,5.0,10175.0
8679,Tigre,10.0,4.0,050,BENAVIDEZ,4.0,3.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,176.85214233398438,0.0,0.0,1.0,10176.0
8680,Alte. Brown,9.0,18.0,027,BURZACO,4.0,4.0,0.0,Casa,1.0,Si,No tiene,1.0,No tiene,1.0,,Si,Si,No,Si,67.54052734375,100.0,100.0,1.0,10177.0
8681,Cap. Fed. DE 17,15.0,3.0,023,VILLA SANTA RITA,4.0,4.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",0.0,Si,2.0,No tiene,No tiene,1.0,,No,No,No,Si,308.4228210449219,313.061224489796,441.921487603306,2.0,10178.0
8682,General San Martin,16.0,6.0,020,SAN MARTIN,4.0,4.0,0.0,Casa,1.0,Si,2.0,No tiene,No tiene,1.0,,Si,No,No,Si,210.57781982421875,313.061224489796,260.921132457027,2.0,10179.0
8683,Vicente Lopez,13.0,20.0,052,VILLA MARTELLI,3.0,3.0,0.0,Casa,1.0,Si,2.0,No tiene,No tiene,1.0,,Si,No,No,Si,254.3090057373047,280.961538461538,260.921132457027,3.0,10180.0
8684,Alte. Brown,9.0,18.0,028,BURZACO,3.0,3.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,76.58289337158203,286.09375,260.921132457027,2.0,10181.0
8685,Avellaneda,3.0,15.0,021,ZEBALLOS,3.0,3.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,184.8054962158203,297.230769230769,260.921132457027,4.0,10182.0
8686,Berazategui,3.0,16.0,040,GUILLERMO HUDSON,4.0,4.0,0.0,Casa,1.0,No,1.0,No tiene,No tiene,No tiene,,Si,No,No,No,161.3751220703125,0.0,0.0,3.0,10183.0
8687,General San Martin,16.0,6.0,041,SAN MARTIN,1.0,1.0,0.0,Departamento,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,278.9737548828125,280.285714285714,260.921132457027,5.0,10184.0
8688,Alte. Brown,9.0,18.0,015,BURZACO,3.0,3.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,72.74486541748047,0.0,0.0,1.0,10185.0
8689,La Matanza,10.0,11.0,010,LA TABLADA,1.0,1.0,0.0,Otra,0.0,Si,No tiene,No tiene,No tiene,1.0,Casa con pequeÃ±a industria,No,No,No,Si,300.5422058105469,445.0,441.921487603306,5.0,10186.0
8690,La Matanza,10.0,11.0,040,LA TABLADA,4.0,4.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,227.10415649414062,0.0,0.0,2.0,10187.0
8691,Lomas de Zamora,18.0,10.0,010,LOMAS DE ZAMORA,3.0,3.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,2.0,,Si,No,No,Si,101.05677032470703,657.5,683.881578947368,3.0,10188.0
8692,Alte. Brown,9.0,18.0,012,BURZACO,3.0,3.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,69.86074829101562,0.0,0.0,3.0,10189.0
8693,Hurlingham,7.0,16.0,051,VILLA TESSEI,2.0,2.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,143.74407958984375,0.0,0.0,2.0,10190.0
8694,La Matanza,9.0,5.0,010,VILLA MADERO,3.0,2.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,268.12158203125,0.0,0.0,2.0,10191.0
8695,Alte. Brown,9.0,18.0,006,BURZACO,4.0,4.0,0.0,Casa,1.0,No,3.0,No tiene,No tiene,No tiene,,Si,No,No,No,55.894989013671875,0.0,0.0,2.0,10192.0
8696,Hurlingham,7.0,16.0,011,VILLA TESSEI,2.0,2.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,143.74407958984375,0.0,0.0,3.0,10193.0
8697,Cap. Fed. DE 16,2.0,3.0,021,VILLA PUEYRREDON,1.0,1.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,269.6446228027344,0.0,0.0,5.0,10194.0
8698,Cap. Fed. DE 17,4.0,14.0,020,VILLA DEVOTO,2.0,2.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,237.69366455078125,0.0,0.0,5.0,10195.0
8699,La Matanza,10.0,11.0,030,LA TABLADA,9.0,9.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,363.5748291015625,297.68431122449,260.921132457027,2.0,10196.0
8700,La Matanza,20.0,9.0,010,CIUDAD EVITA,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,269.4969482421875,400.0,300.0,3.0,10197.0
8701,Ezeiza,2.0,10.0,021,EZEIZA,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,125.86536407470703,0.0,0.0,1.0,10198.0
8702,Tres de Febrero,8.0,16.0,021,SANTOS LUGARES,3.0,3.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,179.7324981689453,0.0,0.0,4.0,10199.0
8703,Cap. Fed. DE 16,2.0,3.0,020,VILLA PUEYRREDON,1.0,1.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,332.7523498535156,0.0,0.0,5.0,10200.0
8704,Alte. Brown,9.0,18.0,029,BURZACO,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,53.952423095703125,0.0,0.0,3.0,10201.0
8705,La Matanza,10.0,11.0,061,LA TABLADA,4.0,3.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,238.0634765625,287.121212121212,260.921132457027,4.0,10202.0
8706,La Matanza,20.0,9.0,012,CIUDAD EVITA,4.0,4.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,275.9089660644531,298.846153846154,208.979591836735,3.0,10203.0
8707,Lomas de Zamora,18.0,10.0,005,LOMAS DE ZAMORA,5.0,5.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,93.07026672363281,400.0,260.921132457027,1.0,10204.0
8708,La Matanza,9.0,5.0,040,VILLA MADERO,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,234.50912475585938,0.0,0.0,4.0,10205.0
8709,Malvinas Argentinas,2.0,4.0,030,PABLO NOGUES,6.0,6.0,0.0,Casa,0.0,Si,1.0,No tiene,No tiene,1.0,,No,No,No,Si,152.20706176757812,288.888888888889,260.921132457027,1.0,10206.0
8710,Tres de Febrero,8.0,16.0,040,SANTOS LUGARES,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,242.02723693847656,0.0,0.0,3.0,10207.0
8711,Tigre,14.0,3.0,011,LOS TRONCOS DEL TALAR,1.0,1.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,170.47071838378906,0.0,0.0,2.0,10208.0
8712,La Matanza,20.0,9.0,013,CIUDAD EVITA,3.0,3.0,0.0,Casa,1.0,Si,2.0,No tiene,No tiene,1.0,,Si,No,No,Si,261.0811462402344,353.214285714286,208.979591836735,2.0,10209.0
8713,Tres de Febrero,6.0,19.0,011,MARTIN CORONADO,5.0,5.0,0.0,Casa,0.0,Si,1.0,No tiene,No tiene,1.0,,No,No,No,Si,177.71131896972656,216.785714285714,450.0,2.0,10210.0
8714,Alte. Brown,3.0,15.0,015,RAFAEL CALZADA,4.0,4.0,0.0,Departamento,1.0,Si,No tiene,No tiene,No tiene,2.0,,Si,No,No,Si,279.5540771484375,700.0,700.0,4.0,10211.0
8715,Tigre,14.0,3.0,021,LOS TRONCOS DEL TALAR,2.0,2.0,0.0,Casa,0.0,Si,1.0,No tiene,No tiene,1.0,,No,No,No,Si,143.90948486328125,100.0,260.921132457027,2.0,10212.0
8716,San Miguel,5.0,7.0,060,BELLA VISTA,4.0,4.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,162.96432495117188,295.882352941176,231.008771929825,5.0,10213.0
8717,Cap. Fed. DE 17,4.0,14.0,023,VILLA DEVOTO,1.0,1.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,304.03900146484375,0.0,0.0,5.0,10214.0
8718,La Matanza,20.0,9.0,020,CIUDAD EVITA,5.0,5.0,0.0,Casa,1.0,Si,2.0,No tiene,No tiene,1.0,,Si,No,No,Si,276.81256103515625,389.230769230769,208.979591836735,2.0,10215.0
8719,Cap. Fed. DE 17,4.0,14.0,030,VILLA DEVOTO,5.0,3.0,0.0,Departamento,0.0,Si,2.0,No tiene,No tiene,1.0,,No,No,No,Si,355.5817565917969,500.0,250.0,2.0,10216.0
8720,La Matanza,10.0,11.0,060,LA TABLADA,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,352.82196044921875,0.0,0.0,5.0,10217.0
8721,Alte. Brown,9.0,18.0,020,BURZACO,4.0,4.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,71.99788665771484,0.0,0.0,2.0,10218.0
8722,La Matanza,9.0,4.0,030,VILLA MADERO,3.0,3.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,221.55859375,250.0,300.0,2.0,10219.0
8723,Alte. Brown,3.0,3.0,028,BARRIO SAN JOSE,1.0,1.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,116.78517150878906,0.0,0.0,4.0,10220.0
8724,La Matanza,20.0,9.0,021,CIUDAD EVITA,2.0,2.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,1.0,,Si,No,No,Si,258.2917785644531,229.886363636364,260.921132457027,3.0,10221.0
8725,San Isidro,1.0,10.0,030,SAN ISIDRO,5.0,5.0,0.0,Departamento,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,183.70413208007812,216.785714285714,441.921487603306,2.0,10222.0
8726,Merlo,13.0,1.0,040,MERLO,2.0,2.0,0.0,Casa,1.0,No,1.0,No tiene,No tiene,No tiene,,Si,No,No,No,157.72434997558594,0.0,0.0,3.0,10223.0
8727,Alte. Brown,3.0,3.0,015,BARRIO SAN JOSE,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,116.78517150878906,0.0,0.0,3.0,10224.0
8728,Alte. Brown,9.0,18.0,016,BURZACO,5.0,4.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,62.99567794799805,322.380952380952,208.979591836735,3.0,10225.0
8729,Alte. Brown,3.0,3.0,020,BARRIO SAN JOSE,1.0,1.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,116.78517150878906,0.0,0.0,2.0,10226.0
8730,San Isidro,1.0,3.0,021,SAN ISIDRO,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,130.1406707763672,200.0,300.0,4.0,10227.0
8731,Tigre,14.0,3.0,040,LOS TRONCOS DEL TALAR,3.0,3.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,1.0,,Si,No,No,Si,149.56961059570312,264.375,149.479338842975,2.0,10228.0
8732,Cap. Fed. DE 01,17.0,2.0,019,RECOLETA,1.0,1.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,348.7341003417969,0.0,0.0,3.0,10229.0
8733,Alte. Brown,3.0,3.0,011,BARRIO SAN JOSE,1.0,1.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,116.78517150878906,0.0,0.0,5.0,10230.0
8734,Escobar,3.0,16.0,031,BELEN DE ESCOBAR,3.0,2.0,0.0,Casilla/rancho aislado,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,131.01065063476562,0.0,0.0,2.0,10231.0
8735,Florencio Varela,3.0,6.0,052,FLORENCIO VARELA,5.0,4.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,184.05169677734375,389.230769230769,208.979591836735,2.0,10232.0
8736,Merlo,13.0,1.0,070,MERLO,4.0,4.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,1.0,,Si,No,No,Si,207.91143798828125,225.0,100.0,3.0,10233.0
8737,Alte. Brown,3.0,3.0,008,BARRIO SAN JOSE,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,116.78517150878906,0.0,0.0,5.0,10234.0
8738,Cap. Fed. DE 01,17.0,2.0,020,RECOLETA,1.0,1.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,302.2164306640625,0.0,0.0,5.0,10235.0
8739,La Matanza,9.0,4.0,010,VILLA MADERO,3.0,3.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,219.31985473632812,0.0,0.0,2.0,10236.0
8740,Alte. Brown,3.0,3.0,027,BARRIO SAN JOSE,2.0,2.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,85.98284149169922,0.0,0.0,1.0,10237.0
8741,Cap. Fed. DE 01,17.0,2.0,017,RECOLETA,1.0,1.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,366.1788635253906,0.0,0.0,5.0,10238.0
8742,Alte. Brown,3.0,3.0,014,BARRIO SAN JOSE,2.0,2.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,86.34871673583984,0.0,0.0,4.0,10239.0
8743,Alte. Brown,3.0,3.0,012,BARRIO SAN JOSE,2.0,2.0,0.0,Casa,1.0,No,1.0,No tiene,No tiene,No tiene,,Si,No,No,No,73.22114562988281,0.0,0.0,3.0,10240.0
8744,Lomas de Zamora,18.0,10.0,025,LOMAS DE ZAMORA,4.0,4.0,0.0,Casa,1.0,No,2.0,No tiene,No tiene,No tiene,,Si,No,No,No,96.90785217285156,0.0,0.0,3.0,10241.0
8745,Tres de Febrero,6.0,19.0,040,MARTIN CORONADO,5.0,5.0,0.0,Casa,1.0,No,1.0,No tiene,No tiene,No tiene,,Si,No,No,No,194.5621795654297,0.0,0.0,1.0,10242.0
8746,Escobar,3.0,16.0,041,BELEN DE ESCOBAR,4.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,122.45177459716797,0.0,0.0,2.0,10243.0
8747,La Matanza,9.0,4.0,040,VILLA MADERO,3.0,3.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,250.41433715820312,0.0,0.0,2.0,10244.0
8748,Alte. Brown,9.0,18.0,013,BURZACO,3.0,3.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,66.3707504272461,0.0,0.0,1.0,10245.0
8749,Merlo,13.0,1.0,060,MERLO,1.0,1.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,242.67739868164062,0.0,0.0,4.0,10246.0
8750,Alte. Brown,3.0,3.0,022,BARRIO SAN JOSE,2.0,2.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,99.4762954711914,0.0,0.0,5.0,10247.0
8751,Alte. Brown,9.0,18.0,010,BURZACO,1.0,1.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,86.05223083496094,0.0,0.0,2.0,10248.0
8752,Tigre,14.0,3.0,020,LOS TRONCOS DEL TALAR,5.0,4.0,0.0,Casa,0.0,Si,3.0,No tiene,No tiene,1.0,,No,No,No,Si,146.5302276611328,150.0,100.0,3.0,10249.0
8753,Quilmes,2.0,7.0,015,EZPELETA,3.0,3.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,272.39422607421875,0.0,0.0,5.0,10250.0
8754,Tigre,14.0,3.0,061,TALAR,6.0,5.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,143.67344665527344,0.0,0.0,3.0,10251.0
8755,Tigre,14.0,3.0,041,LOS TRONCOS DEL TALAR,3.0,3.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,149.9398651123047,0.0,0.0,1.0,10252.0
8756,Cap. Fed. DE 17,2.0,12.0,030,VILLA DEVOTO,2.0,2.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,303.17254638671875,0.0,0.0,2.0,10253.0
8757,Alte. Brown,3.0,3.0,026,BARRIO SAN JOSE,3.0,3.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,90.68516540527344,0.0,0.0,3.0,10254.0
8758,Cap. Fed. DE 17,2.0,12.0,031,VILLA DEVOTO,3.0,3.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,281.5860595703125,0.0,0.0,4.0,10255.0
8759,La Matanza,9.0,5.0,060,VILLA MADERO,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,270.1614990234375,0.0,0.0,2.0,10256.0
8760,Alte. Brown,3.0,3.0,023,BARRIO SAN JOSE,5.0,5.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,113.07687377929688,0.0,0.0,2.0,10257.0
8761,Merlo,13.0,1.0,050,MERLO,2.0,2.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,214.28009033203125,60.0,87.0,4.0,10258.0
8762,Alte. Brown,9.0,18.0,023,BURZACO,5.0,5.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,85.5511245727539,0.0,0.0,2.0,10259.0
8763,Cap. Fed. DE 17,6.0,5.0,014,VILLA DEL PARQUE,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,220.59605407714844,0.0,0.0,3.0,10260.0
8764,Ezeiza,6.0,11.0,030,CARLOS SPEGAZZINI,3.0,3.0,0.0,Casa,1.0,No,3.0,No tiene,No tiene,No tiene,,Si,No,No,No,117.49630737304688,0.0,0.0,3.0,10261.0
8765,Ezeiza,3.0,5.0,050,EZEIZA,5.0,4.0,0.0,Casa,0.0,No,3.0,No tiene,No tiene,No tiene,,No,No,No,No,201.8605194091797,0.0,0.0,2.0,10262.0
8766,Ezeiza,6.0,11.0,051,CARLOS SPEGAZZINI,5.0,5.0,0.0,Casa,0.0,No,3.0,No tiene,No tiene,No tiene,,No,No,No,No,124.55033111572266,0.0,0.0,1.0,10263.0
8767,La Matanza,10.0,15.0,012,LA TABLADA,3.0,3.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,245.6216583251953,225.0,441.921487603306,1.0,10264.0
8768,Cap. Fed. DE 17,6.0,5.0,002,VILLA DEL PARQUE,2.0,2.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,237.69366455078125,0.0,0.0,3.0,10265.0
8769,Lomas de Zamora,20.0,5.0,009,LOMAS DE ZAMORA,1.0,1.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,232.3539276123047,0.0,0.0,3.0,10266.0
8770,Jose C. Paz,3.0,26.0,041,JOSE C PAZ,4.0,4.0,0.0,Casa,0.0,Si,1.0,No tiene,No tiene,1.0,,No,No,No,Si,189.15846252441406,241.25,149.479338842975,1.0,10267.0
8771,Alte. Brown,9.0,18.0,024,BURZACO,5.0,5.0,0.0,Casa,1.0,Si,3.0,No tiene,No tiene,1.0,,Si,No,No,Si,78.59284210205078,250.0,100.0,3.0,10268.0
8772,La Matanza,9.0,5.0,011,VILLA MADERO,3.0,3.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,290.5318603515625,0.0,0.0,2.0,10269.0
8773,Lomas de Zamora,20.0,5.0,007,LOMAS DE ZAMORA,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,176.8251190185547,0.0,0.0,2.0,10270.0
8774,Lomas de Zamora,20.0,5.0,024,LOMAS DE ZAMORA,4.0,4.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,181.70220947265625,0.0,0.0,4.0,10271.0
8775,Moron,2.0,16.0,020,EL PALOMAR,5.0,5.0,0.0,Casa,1.0,Si,5.0,No tiene,No tiene,1.0,,Si,No,No,Si,187.81195068359375,310.714285714286,441.921487603306,4.0,10272.0
8776,Ezeiza,3.0,5.0,051,EZEIZA,3.0,3.0,0.0,Casa,0.0,Si,3.0,No tiene,1.0,No tiene,,No,No,Si,No,178.7697296142578,67.0,58.8313953488372,3.0,10273.0
8777,La Matanza,10.0,15.0,011,LA TABLADA,1.0,1.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,341.6168212890625,0.0,0.0,3.0,10274.0
8778,Cap. Fed. DE 21,5.0,5.0,013,VILLA LUGANO,2.0,2.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,316.16552734375,0.0,0.0,2.0,10275.0
8779,Alte. Brown,9.0,18.0,001,BURZACO,6.0,5.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,75.54188537597656,0.0,0.0,2.0,10276.0
8780,La Matanza,10.0,15.0,013,LA TABLADA,3.0,3.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,281.9385986328125,0.0,0.0,3.0,10277.0
8781,Moron,2.0,16.0,050,EL PALOMAR,2.0,2.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,1.0,,Si,No,No,Si,197.2134246826172,231.388888888889,441.921487603306,2.0,10278.0
8782,La Matanza,10.0,15.0,041,LA TABLADA,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,198.8567657470703,0.0,0.0,1.0,10279.0
8783,Alte. Brown,9.0,18.0,007,BURZACO,3.0,3.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,1.0,,Si,No,No,Si,73.273193359375,280.961538461538,400.0,3.0,10280.0
8784,Moron,2.0,16.0,043,EL PALOMAR,2.0,2.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,2.0,,Si,No,No,Si,181.85195922851562,887.5,509.962962962963,4.0,10281.0
8785,Cap. Fed. DE 17,6.0,5.0,001,VILLA DEL PARQUE,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,280.7776184082031,0.0,0.0,4.0,10282.0
8786,Alte. Brown,9.0,18.0,008,BURZACO,4.0,2.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,67.36022186279297,0.0,0.0,1.0,10283.0
