nform,nnper,nvj,IDPERV,origen,proposito,VF5,VF6,tiempoviaje,modoprincipal,codsegorigen,codsegproposito,wcal0_x,LATITUD_ORIGEN,LONGITUD_ORIGEN,LATITUD_DESTINO,LONGITUD_DESTINO,PICO_HABIL,Intra_Inter,publico_privado,motorizado,duracion,distancia_manhattan,idviaje,IDPER,SEXO,INSE,INSE_RecF,wcal0_y,E10,EDAD,codseghogar,CODSEG,CODLOC,NOMBLOC
1571,2,4,15710204,15,Regreso al hogar/hogar,24.0,"24,3",30.0,Auto conductor,104001,110129.0,675.2825106,6136944.556842688,573065.6738837393,6139241.814973768,580688.0523104027,No,Inter,Privado,Motorizado,30.0,9919.636557743768,157124,157102,Masculino,62,A+,675.2825106, ,34,110129,110129,1020,MONTEVIDEO
1572,1,1,15720101,1,Trabajo,12.0,"12,2",20.0,Auto conductor,110136,123212.0,500.1150634,6139244.265428744,581061.1683073955,6139625.410064058,577165.679917501,No,Inter,Privado,Motorizado,20.0,4276.6330252086045,157211,157201,Masculino,61,A+,500.1150634, ,56,110136,110136,1020,MONTEVIDEO
1572,1,2,15720102,2,Regreso al hogar/hogar,18.0,"18,2",20.0,Auto conductor,123212,110136.0,500.1150634,6139625.410064058,577165.679917501,6139244.265428744,581061.1683073955,No,Inter,Privado,Motorizado,20.0,4276.6330252086045,157212,157201,Masculino,61,A+,500.1150634, ,56,110136,110136,1020,MONTEVIDEO
1575,3,1,15750301,1,Trabajo,6.0,7,60.0,Bus,110438,105201.0,461.1107743,6140086.246202609,582327.0530728959,6136938.967955292,573993.6360464225,No,Inter,Público,Motorizado,60.0,11480.695273789694,157531,157503,Masculino,42,M,461.1107743, ,22,110438,110438,1020,MONTEVIDEO
1575,3,2,15750302,2,Regreso al hogar/hogar,16.0,"17,3",90.0,Bus,105201,110438.0,461.1107743,6136938.967955292,573993.6360464225,6140086.246202609,582327.0530728959,No,Inter,Público,Motorizado,90.0,11480.695273789694,157532,157503,Masculino,42,M,461.1107743, ,22,110438,110438,1020,MONTEVIDEO
1575,3,3,15750303,1,Estudios,19.3,20,30.0,Bus,110438,110226.0,461.1107743,6140086.246202609,582327.0530728959,6138872.631710082,580165.5839167709,No,Inter,Público,Motorizado,30.0,3375.083648651256,157533,157503,Masculino,42,M,461.1107743, ,22,110438,110438,1020,MONTEVIDEO
1575,3,4,15750304,5,Regreso al hogar/hogar,23.3,"23,5",20.0,Bus,110226,110438.0,461.1107743,6138872.631710082,580165.5839167709,6140086.246202609,582327.0530728959,No,Inter,Público,Motorizado,20.0,3375.083648651256,157534,157503,Masculino,42,M,461.1107743, ,22,110438,110438,1020,MONTEVIDEO
1578,1,1,15780101,1,Trabajo,7.45,"8,1",25.0,Auto conductor,110040,337286.0,521.5283571,6139248.226104698,581931.6812525152,6148164.930914905,600106.926916365,Si,Inter,Privado,Motorizado,25.0,27091.950474056648,157811,157801,Femenino,53,A-,521.5283571, ,32,110040,110040,1020,MONTEVIDEO
1578,1,2,15780102,2,Regreso al hogar/hogar,16.45,"17,15",30.0,Auto conductor,337286,110040.0,521.5283571,6148164.930914905,600106.926916365,6139248.226104698,581931.6812525152,No,Inter,Privado,Motorizado,30.0,27091.950474056648,157812,157801,Femenino,53,A-,521.5283571, ,32,110040,110040,1020,MONTEVIDEO
1579,2,1,15790201,1,Trabajo,5.3,"6,15",45.0,Bus,110438,114222.0,481.893953,6140086.246202609,582327.0530728959,6140372.785982894,573514.5838165238,No,Inter,Público,Motorizado,45.0,9099.009036657284,157921,157902,Masculino,45,M+,481.893953, ,39,110438,110438,1020,MONTEVIDEO
1579,2,2,15790202,2,Regreso al hogar/hogar,17.15,18,45.0,Bus,114222,110438.0,481.893953,6140372.785982894,573514.5838165238,6140086.246202609,582327.0530728959,No,Inter,Público,Motorizado,45.0,9099.009036657284,157922,157902,Masculino,45,M+,481.893953, ,39,110438,110438,1020,MONTEVIDEO
1580,1,1,15800101,1,Trabajo,7.3,"7,45",15.0,Moto conductor,110129,112024.0,500.1150634,6139241.814973768,580688.0523104027,6140362.311313525,575152.4115336813,Si,Inter,Privado,Otro,15.0,6656.137116478407,158011,158001,Masculino,53,A-,500.1150634, ,36,110129,110129,1020,MONTEVIDEO
1580,1,2,15800102,2,Regreso al hogar/hogar,18.0,"18,15",15.0,Moto conductor,112024,110129.0,500.1150634,6140362.311313525,575152.4115336813,6139241.814973768,580688.0523104027,No,Inter,Privado,Otro,15.0,6656.137116478407,158012,158001,Masculino,53,A-,500.1150634, ,36,110129,110129,1020,MONTEVIDEO
1581,1,1,15810101,1,Dejar/recoger niños,8.3,"8,35",5.0,Auto pasajero,110040,110040.0,701.9700843,6139248.226104698,581931.6812525152,6139248.226104698,581931.6812525152,Si,Intra,Privado,Motorizado,5.0,0.0,158111,158101,Femenino,50,M+,701.9700843, ,36,110040,110040,1020,MONTEVIDEO
1581,1,2,15810102,11,Dejar/recoger niños,8.35,"8,4",5.0,Auto pasajero,110040,110235.0,701.9700843,6139248.226104698,581931.6812525152,6138743.0546603035,581475.0366813501,Si,Inter,Privado,Motorizado,5.0,961.8160155597143,158112,158101,Femenino,50,M+,701.9700843, ,36,110040,110040,1020,MONTEVIDEO
1581,1,3,15810103,11,Trabajo,8.4,"8,5",10.0,Auto pasajero,110235,123205.0,701.9700843,6138743.0546603035,581475.0366813501,6138762.5200587325,576626.8213472965,Si,Inter,Privado,Motorizado,10.0,4867.680732482579,158113,158101,Femenino,50,M+,701.9700843, ,36,110040,110040,1020,MONTEVIDEO
1581,1,4,15810104,2,Regreso al hogar/hogar,18.3,"18,5",20.0,Auto pasajero,123205,110040.0,701.9700843,6138762.5200587325,576626.8213472965,6139248.226104698,581931.6812525152,No,Inter,Privado,Motorizado,20.0,5790.56595118437,158114,158101,Femenino,50,M+,701.9700843, ,36,110040,110040,1020,MONTEVIDEO
1581,2,1,15810201,1,Dejar/recoger niños,8.3,"8,35",5.0,Auto conductor,110040,110040.0,701.9700843,6139248.226104698,581931.6812525152,6139248.226104698,581931.6812525152,Si,Intra,Privado,Motorizado,5.0,0.0,158121,158102,Masculino,50,M+,701.9700843, ,40,110040,110040,1020,MONTEVIDEO
1581,2,2,15810202,11,Dejar/recoger niños,8.35,"8,4",5.0,Auto conductor,110040,110235.0,701.9700843,6139248.226104698,581931.6812525152,6138743.0546603035,581475.0366813501,Si,Inter,Privado,Motorizado,5.0,961.8160155597143,158122,158102,Masculino,50,M+,701.9700843, ,40,110040,110040,1020,MONTEVIDEO
1581,2,3,15810203,11,Dejar/recoger a alguien,8.4,"8,5",10.0,Auto conductor,110235,123205.0,701.9700843,6138743.0546603035,581475.0366813501,6138762.5200587325,576626.8213472965,Si,Inter,Privado,Motorizado,10.0,4867.680732482579,158123,158102,Masculino,50,M+,701.9700843, ,40,110040,110040,1020,MONTEVIDEO
1581,2,4,15810204,12,Trabajo,8.5,9,10.0,Auto conductor,123205,111019.0,701.9700843,6138762.5200587325,576626.8213472965,6141423.660405261,578944.8711415208,Si,Inter,Privado,Motorizado,10.0,4979.190140753286,158124,158102,Masculino,50,M+,701.9700843, ,40,110040,110040,1020,MONTEVIDEO
1581,2,5,15810205,2,Dejar/recoger a alguien,18.15,"18,25",10.0,Auto conductor,111019,123205.0,701.9700843,6141423.660405261,578944.8711415208,6138762.5200587325,576626.8213472965,No,Inter,Privado,Motorizado,10.0,4979.190140753286,158125,158102,Masculino,50,M+,701.9700843, ,40,110040,110040,1020,MONTEVIDEO
1581,2,6,15810206,12,Regreso al hogar/hogar,18.25,"18,5",25.0,Auto conductor,123205,110040.0,701.9700843,6138762.5200587325,576626.8213472965,6139248.226104698,581931.6812525152,No,Inter,Privado,Motorizado,25.0,5790.56595118437,158126,158102,Masculino,50,M+,701.9700843, ,40,110040,110040,1020,MONTEVIDEO
1581,3,1,15810301,1,Estudios,8.3,"8,4",10.0,Auto pasajero,110040,110235.0,701.9700843,6139248.226104698,581931.6812525152,6138743.0546603035,581475.0366813501,Si,Inter,Privado,Motorizado,10.0,961.8160155597143,158131,158103,Femenino,50,M+,701.9700843, ,4,110040,110040,1020,MONTEVIDEO
1581,3,2,15810302,5,Regreso al hogar/hogar,17.0,"17,1",10.0,Bus escolar,110235,110040.0,701.9700843,6138743.0546603035,581475.0366813501,6139248.226104698,581931.6812525152,No,Inter,Privado,Motorizado,10.0,961.8160155597143,158132,158103,Femenino,50,M+,701.9700843, ,4,110040,110040,1020,MONTEVIDEO
1581,4,1,15810401,1,Estudios,8.3,"8,35",5.0,Auto pasajero,110040,110040.0,701.9700843,6139248.226104698,581931.6812525152,6139248.226104698,581931.6812525152,Si,Intra,Privado,Motorizado,5.0,0.0,158141,158104,Femenino,50,M+,701.9700843, ,9,110040,110040,1020,MONTEVIDEO
1581,4,2,15810402,5,Regreso al hogar/hogar,17.05,"17,1",5.0,Bus escolar,110040,110040.0,701.9700843,6139248.226104698,581931.6812525152,6139248.226104698,581931.6812525152,No,Intra,Privado,Motorizado,5.0,0.0,158142,158104,Femenino,50,M+,701.9700843, ,9,110040,110040,1020,MONTEVIDEO
1582,1,1,15820101,1,Acompañar a alguien,10.0,"10,1",10.0,Bus,118113,118228.0,428.2407003,6136388.043652826,577753.9737581143,6137673.600669682,576233.4710704602,No,Inter,Público,Motorizado,10.0,2806.059704510146,158211,158201,Masculino,52,A-,428.2407003,4,66,118113,118113,1020,MONTEVIDEO
1582,1,2,15820102,14,Regreso al hogar/hogar,11.0,"11,15",15.0,Bus,118228,118113.0,428.2407003,6137673.600669682,576233.4710704602,6136388.043652826,577753.9737581143,No,Inter,Público,Motorizado,15.0,2806.059704510146,158212,158201,Masculino,52,A-,428.2407003,4,66,118113,118113,1020,MONTEVIDEO
1582,2,1,15820201,1,Asistencia médica,10.0,"10,1",10.0,Bus,118113,118228.0,428.2407003,6136388.043652826,577753.9737581143,6137673.600669682,576233.4710704602,No,Inter,Público,Motorizado,10.0,2806.059704510146,158221,158202,Femenino,52,A-,428.2407003,4,66,118113,118113,1020,MONTEVIDEO
1582,2,2,15820202,8,Regreso al hogar/hogar,11.0,"11,15",15.0,Bus,118228,118113.0,428.2407003,6137673.600669682,576233.4710704602,6136388.043652826,577753.9737581143,No,Inter,Público,Motorizado,15.0,2806.059704510146,158222,158202,Femenino,52,A-,428.2407003,4,66,118113,118113,1020,MONTEVIDEO
1583,1,1,15830101,1,Trabajo,8.3,"8,4",10.0,Auto conductor,118113,118228.0,578.5107993,6136388.043652826,577753.9737581143,6137673.600669682,576233.4710704602,Si,Inter,Privado,Motorizado,10.0,2806.059704510146,158311,158301,Masculino,73,A+,578.5107993, ,53,118113,118113,1020,MONTEVIDEO
1583,1,2,15830102,2,Regreso al hogar/hogar,13.0,"13,05",5.0,Auto conductor,118228,118113.0,578.5107993,6137673.600669682,576233.4710704602,6136388.043652826,577753.9737581143,No,Inter,Privado,Motorizado,5.0,2806.059704510146,158312,158301,Masculino,73,A+,578.5107993, ,53,118113,118113,1020,MONTEVIDEO
1583,1,3,15830103,1,Trabajo,13.3,14,30.0,Auto conductor,118113,103003.0,578.5107993,6136388.043652826,577753.9737581143,6136909.236763422,572600.8057719447,No,Inter,Privado,Motorizado,30.0,5674.361096765962,158313,158301,Masculino,73,A+,578.5107993, ,53,118113,118113,1020,MONTEVIDEO
1583,1,4,15830104,2,Regreso al hogar/hogar,19.0,"19,35",35.0,Auto conductor,103003,118113.0,578.5107993,6136909.236763422,572600.8057719447,6136388.043652826,577753.9737581143,No,Inter,Privado,Motorizado,35.0,5674.361096765962,158314,158301,Masculino,73,A+,578.5107993, ,53,118113,118113,1020,MONTEVIDEO
1583,2,1,15830201,1,Trabajo,7.3,8,30.0,Auto conductor,118113,102004.0,578.5107993,6136388.043652826,577753.9737581143,6137110.196374522,572570.0428947362,Si,Inter,Privado,Motorizado,30.0,5906.083585073706,158321,158302,Femenino,73,A+,578.5107993, ,49,118113,118113,1020,MONTEVIDEO
1583,2,2,15830202,2,Regreso al hogar/hogar,12.0,"12,3",30.0,Auto conductor,102004,118113.0,578.5107993,6137110.196374522,572570.0428947362,6136388.043652826,577753.9737581143,No,Inter,Privado,Motorizado,30.0,5906.083585073706,158322,158302,Femenino,73,A+,578.5107993, ,49,118113,118113,1020,MONTEVIDEO
1583,2,3,15830203,1,Dejar/recoger niños,13.0,"13,1",10.0,Auto conductor,118113,118204.0,578.5107993,6136388.043652826,577753.9737581143,6135608.413697385,577367.1570620569,No,Inter,Privado,Motorizado,10.0,1166.4466514980886,158323,158302,Femenino,73,A+,578.5107993, ,49,118113,118113,1020,MONTEVIDEO
1583,2,4,15830204,11,Regreso al hogar/hogar,13.4,"13,45",5.0,Auto conductor,118204,118113.0,578.5107993,6135608.413697385,577367.1570620569,6136388.043652826,577753.9737581143,No,Inter,Privado,Motorizado,5.0,1166.4466514980886,158324,158302,Femenino,73,A+,578.5107993, ,49,118113,118113,1020,MONTEVIDEO
1583,2,5,15830205,1,Dejar/recoger niños,17.0,"17,1",10.0,Auto conductor,118113,118204.0,578.5107993,6136388.043652826,577753.9737581143,6135608.413697385,577367.1570620569,No,Inter,Privado,Motorizado,10.0,1166.4466514980886,158325,158302,Femenino,73,A+,578.5107993, ,49,118113,118113,1020,MONTEVIDEO
1583,2,6,15830206,11,Regreso al hogar/hogar,17.15,"17,25",10.0,Auto conductor,118204,118113.0,578.5107993,6135608.413697385,577367.1570620569,6136388.043652826,577753.9737581143,No,Inter,Privado,Motorizado,10.0,1166.4466514980886,158326,158302,Femenino,73,A+,578.5107993, ,49,118113,118113,1020,MONTEVIDEO
1583,3,1,15830301,1,Estudios,13.0,"13,1",10.0,Auto pasajero,118113,118204.0,578.5107993,6136388.043652826,577753.9737581143,6135608.413697385,577367.1570620569,No,Inter,Privado,Motorizado,10.0,1166.4466514980886,158331,158303,Masculino,73,A+,578.5107993, ,10,118113,118113,1020,MONTEVIDEO
1583,3,2,15830302,5,Regreso al hogar/hogar,17.15,"17,25",10.0,Auto pasajero,118204,118113.0,578.5107993,6135608.413697385,577367.1570620569,6136388.043652826,577753.9737581143,No,Inter,Privado,Motorizado,10.0,1166.4466514980886,158332,158303,Masculino,73,A+,578.5107993, ,10,118113,118113,1020,MONTEVIDEO
1584,1,1,15840101,1,Tramites trabajo,13.0,"13,2",20.0,Bus,110126,123003.0,487.5770009,6138971.213902881,579922.7761514065,6138547.759369361,576180.9350429475,No,Inter,Público,Motorizado,20.0,4165.295641979086,158411,158401,Masculino,41,M,487.5770009, ,41,110126,110126,1020,MONTEVIDEO
1584,1,2,15840102,3,Regreso al hogar/hogar,14.0,"14,25",25.0,Bus,123003,110126.0,487.5770009,6138547.759369361,576180.9350429475,6138971.213902881,579922.7761514065,No,Inter,Público,Motorizado,25.0,4165.295641979086,158412,158401,Masculino,41,M,487.5770009, ,41,110126,110126,1020,MONTEVIDEO
1585,1,1,15850101,1,Tramites trabajo,13.15,14,45.0,Auto conductor,110129,110122.0,615.517114,6139241.814973768,580688.0523104027,6139524.884657298,579784.3026377248,No,Inter,Privado,Motorizado,45.0,1186.819356208318,158511,158501,Masculino,51,A-,615.517114, ,62,110129,110129,1020,MONTEVIDEO
1585,1,2,15850102,3,Regreso al hogar/hogar,15.0,"15,1",10.0,Auto conductor,110122,110129.0,615.517114,6139524.884657298,579784.3026377248,6139241.814973768,580688.0523104027,No,Inter,Privado,Motorizado,10.0,1186.819356208318,158512,158501,Masculino,51,A-,615.517114, ,62,110129,110129,1020,MONTEVIDEO
1585,2,1,15850201,1,Trabajo,10.0,"10,3",30.0,Bus,110129,118207.0,615.517114,6139241.814973768,580688.0523104027,6136175.368559676,577615.8428230087,No,Inter,Público,Motorizado,30.0,6138.655901485705,158521,158502,Femenino,51,A-,615.517114, ,56,110129,110129,1020,MONTEVIDEO
1585,2,2,15850202,2,Regreso al hogar/hogar,16.3,"17,2",50.0,Bus,118207,110129.0,615.517114,6136175.368559676,577615.8428230087,6139241.814973768,580688.0523104027,No,Inter,Público,Motorizado,50.0,6138.655901485705,158522,158502,Femenino,51,A-,615.517114, ,56,110129,110129,1020,MONTEVIDEO
1585,3,1,15850301,1,Estudios,7.0,"7,15",15.0,Bus,110129,110040.0,615.517114,6139241.814973768,580688.0523104027,6139248.226104698,581931.6812525152,Si,Inter,Público,Motorizado,15.0,1250.0400730427355,158531,158503,Femenino,51,A-,615.517114,2,14,110129,110129,1020,MONTEVIDEO
1585,3,2,15850302,5,Regreso al hogar/hogar,15.3,"15,48",18.0,Bus,110040,110129.0,615.517114,6139248.226104698,581931.6812525152,6139241.814973768,580688.0523104027,No,Inter,Público,Motorizado,18.0,1250.0400730427355,158532,158503,Femenino,51,A-,615.517114,2,14,110129,110129,1020,MONTEVIDEO
1587,1,1,15870101,1,Compras (hogar),9.0,"9,1",10.0,A pie hasta 10 cuadras,117111,117111.0,80.32158688,6144444.539425699,577250.4213653256,6144444.539425699,577250.4213653256,Si,Intra,Privado,No Motorizado,10.0,0.0,158711,158701,Masculino,37,M,80.32158688,4,64,117111,117111,1020,MONTEVIDEO
1587,1,2,15870102,6,Regreso al hogar/hogar,9.1,"9,2",10.0,A pie hasta 10 cuadras,117111,117111.0,80.32158688,6144444.539425699,577250.4213653256,6144444.539425699,577250.4213653256,No,Intra,Privado,No Motorizado,10.0,0.0,158712,158701,Masculino,37,M,80.32158688,4,64,117111,117111,1020,MONTEVIDEO
1587,1,3,15870103,1,Otro,11.0,"11,5",50.0,Bus,117111,101105.0,80.32158688,6144444.539425699,577250.4213653256,6137152.082823054,573252.633906637,No,Inter,Público,Motorizado,50.0,11290.24406133371,158713,158701,Masculino,37,M,80.32158688,4,64,117111,117111,1020,MONTEVIDEO
1587,1,4,15870104,16,Entretenimiento / ocio,12.5,"12,55",5.0,A pie hasta 10 cuadras,101105,101003.0,80.32158688,6137152.082823054,573252.633906637,6137196.514690753,572978.0989877449,No,Inter,Privado,No Motorizado,5.0,318.9667865912197,158714,158701,Masculino,37,M,80.32158688,4,64,117111,117111,1020,MONTEVIDEO
1587,1,5,15870105,15,Regreso al hogar/hogar,13.05,"14,5",105.0,Bus,101003,117111.0,80.32158688,6137196.514690753,572978.0989877449,6144444.539425699,577250.4213653256,No,Inter,Público,Motorizado,105.0,11520.347112526651,158715,158701,Masculino,37,M,80.32158688,4,64,117111,117111,1020,MONTEVIDEO
1587,2,1,15870201,1,Compras (hogar),10.3,"10,5",20.0,A pie hasta 10 cuadras,117111,111008.0,80.32158688,6144444.539425699,577250.4213653256,6144009.0674586175,577586.4204720862,No,Inter,Privado,No Motorizado,20.0,771.4710738421418,158721,158702,Femenino,37,M,80.32158688,4,62,117111,117111,1020,MONTEVIDEO
1587,2,2,15870202,6,Regreso al hogar/hogar,11.2,"11,4",20.0,A pie hasta 10 cuadras,111008,117111.0,80.32158688,6144009.0674586175,577586.4204720862,6144444.539425699,577250.4213653256,No,Inter,Privado,No Motorizado,20.0,771.4710738421418,158722,158702,Femenino,37,M,80.32158688,4,62,117111,117111,1020,MONTEVIDEO
1587,3,1,15870301,2,Regreso al hogar/hogar,6.0,"6,2",20.0,Moto conductor,101104,117111.0,80.32158688,6137350.57014676,573261.1000084342,6144444.539425699,577250.4213653256,No,Inter,Privado,Otro,20.0,11083.29063583049,158731,158703,Masculino,37,M,80.32158688, ,34,117111,117111,1020,MONTEVIDEO
1587,3,2,15870302,1,Entretenimiento / ocio,18.3,"19,3",60.0,Bus,117111,124126.0,80.32158688,6144444.539425699,577250.4213653256,6138641.400315395,577584.2135184687,No,Inter,Público,Motorizado,60.0,6136.931263447506,158732,158703,Masculino,37,M,80.32158688, ,34,117111,117111,1020,MONTEVIDEO
1587,3,3,15870303,15,Regreso al hogar/hogar,22.2,"22,4",20.0,Taxi,124126,117111.0,80.32158688,6138641.400315395,577584.2135184687,6144444.539425699,577250.4213653256,No,Inter,Privado,Otro,20.0,6136.931263447506,158733,158703,Masculino,37,M,80.32158688, ,34,117111,117111,1020,MONTEVIDEO
1588,1,1,15880101,1,Dejar/recoger niños,7.45,8,15.0,A pie hasta 10 cuadras,199075,199099.0,103.1933188,6150826.319794245,586375.639192333,6151001.87425407,588184.1786192211,Si,Inter,Privado,No Motorizado,15.0,1984.0938867132645,158811,158801,Femenino,32,M-,103.1933188, ,54,199075,199075,1020,MONTEVIDEO
1588,1,2,15880102,11,Trabajo,8.05,"9,03",58.0,Bus,199099,110076.0,103.1933188,6151001.87425407,588184.1786192211,6140730.124801939,587171.3162153941,Si,Inter,Público,Motorizado,58.0,11284.61185595789,158812,158801,Femenino,32,M-,103.1933188, ,54,199075,199075,1020,MONTEVIDEO
1588,1,3,15880103,2,Compras (hogar),19.0,"19,1",10.0,Auto pasajero,110076,337343.0,103.1933188,6140730.124801939,587171.3162153941,6148712.516969132,598179.8152930462,No,Inter,Privado,Motorizado,10.0,18990.891244845,158813,158801,Femenino,32,M-,103.1933188, ,54,199075,199075,1020,MONTEVIDEO
1588,1,4,15880104,6,Dejar/recoger a alguien,19.4,"20,4",60.0,Bus,337343,199099.0,103.1933188,6148712.516969132,598179.8152930462,6151001.87425407,588184.1786192211,No,Inter,Público,Motorizado,60.0,12284.99395876308,158814,158801,Femenino,32,M-,103.1933188, ,54,199075,199075,1020,MONTEVIDEO
1588,1,5,15880105,12,Regreso al hogar/hogar,20.45,21,15.0,A pie hasta 10 cuadras,199099,199075.0,103.1933188,6151001.87425407,588184.1786192211,6150826.319794245,586375.639192333,No,Inter,Privado,No Motorizado,15.0,1984.0938867132645,158815,158801,Femenino,32,M-,103.1933188, ,54,199075,199075,1020,MONTEVIDEO
1588,2,1,15880201,1,Estudios,7.45,8,15.0,A pie hasta 10 cuadras,199075,199099.0,103.1933188,6150826.319794245,586375.639192333,6151001.87425407,588184.1786192211,Si,Inter,Privado,No Motorizado,15.0,1984.0938867132645,158821,158802,Femenino,32,M-,103.1933188, ,9,199075,199075,1020,MONTEVIDEO
1588,2,2,15880202,5,Visitar a alguien,12.0,"12,05",5.0,A pie hasta 10 cuadras,199099,199099.0,103.1933188,6151001.87425407,588184.1786192211,6151001.87425407,588184.1786192211,No,Intra,Privado,No Motorizado,5.0,0.0,158822,158802,Femenino,32,M-,103.1933188, ,9,199075,199075,1020,MONTEVIDEO
1588,2,3,15880203,13,Regreso al hogar/hogar,20.45,21,15.0,A pie hasta 10 cuadras,199099,199075.0,103.1933188,6151001.87425407,588184.1786192211,6150826.319794245,586375.639192333,No,Inter,Privado,No Motorizado,15.0,1984.0938867132645,158823,158802,Femenino,32,M-,103.1933188, ,9,199075,199075,1020,MONTEVIDEO
1589,1,1,15890101,1,Trabajo,7.0,"7,1",10.0,A pie hasta 10 cuadras,117208,117208.0,103.2345367,6145258.612243783,577888.9055739223,6145258.612243783,577888.9055739223,Si,Intra,Privado,No Motorizado,10.0,0.0,158911,158901,Masculino,46,M+,103.2345367, ,45,117208,117208,1020,MONTEVIDEO
1589,1,2,15890102,2,Regreso al hogar/hogar,14.0,"14,1",10.0,A pie hasta 10 cuadras,117208,117208.0,103.2345367,6145258.612243783,577888.9055739223,6145258.612243783,577888.9055739223,No,Intra,Privado,No Motorizado,10.0,0.0,158912,158901,Masculino,46,M+,103.2345367, ,45,117208,117208,1020,MONTEVIDEO
1589,2,1,15890201,1,Trabajo,8.0,"9,15",75.0,Bus,117208,118201.0,103.2345367,6145258.612243783,577888.9055739223,6134784.198768331,576659.1848984862,Si,Inter,Público,Motorizado,75.0,11704.134150888072,158921,158902,Femenino,46,M+,103.2345367, ,55,117208,117208,1020,MONTEVIDEO
1589,2,2,15890202,2,Regreso al hogar/hogar,15.0,"16,15",75.0,Bus,118201,117208.0,103.2345367,6134784.198768331,576659.1848984862,6145258.612243783,577888.9055739223,No,Inter,Público,Motorizado,75.0,11704.134150888072,158922,158902,Femenino,46,M+,103.2345367, ,55,117208,117208,1020,MONTEVIDEO
1590,2,1,15900201,1,Compras (hogar),8.0,"8,15",15.0,A pie hasta 10 cuadras,117111,117113.0,69.9980765,6144444.539425699,577250.4213653256,6144027.228730586,576899.9411235084,Si,Inter,Privado,No Motorizado,15.0,767.7909369298723,159021,159002,Femenino,35,M-,69.9980765,4,67,117111,117111,1020,MONTEVIDEO
1590,2,2,15900202,6,Regreso al hogar/hogar,9.0,"9,1",10.0,A pie hasta 10 cuadras,117113,117111.0,69.9980765,6144027.228730586,576899.9411235084,6144444.539425699,577250.4213653256,Si,Inter,Privado,No Motorizado,10.0,767.7909369298723,159022,159002,Femenino,35,M-,69.9980765,4,67,117111,117111,1020,MONTEVIDEO
1590,2,3,15900203,1,Compras (hogar),10.4,"10,45",5.0,A pie hasta 10 cuadras,117111,117111.0,69.9980765,6144444.539425699,577250.4213653256,6144444.539425699,577250.4213653256,No,Intra,Privado,No Motorizado,5.0,0.0,159023,159002,Femenino,35,M-,69.9980765,4,67,117111,117111,1020,MONTEVIDEO
1590,2,4,15900204,6,Regreso al hogar/hogar,10.45,"10,5",5.0,A pie hasta 10 cuadras,117111,117111.0,69.9980765,6144444.539425699,577250.4213653256,6144444.539425699,577250.4213653256,No,Intra,Privado,No Motorizado,5.0,0.0,159024,159002,Femenino,35,M-,69.9980765,4,67,117111,117111,1020,MONTEVIDEO
1590,2,5,15900205,1,Otro,14.3,"14,35",5.0,A pie hasta 10 cuadras,117111,117010.0,69.9980765,6144444.539425699,577250.4213653256,6144702.418595841,576905.2373649478,No,Inter,Privado,No Motorizado,5.0,603.0631705198903,159025,159002,Femenino,35,M-,69.9980765,4,67,117111,117111,1020,MONTEVIDEO
1590,2,6,15900206,16,Regreso al hogar/hogar,14.5,"14,55",5.0,A pie hasta 10 cuadras,117010,117111.0,69.9980765,6144702.418595841,576905.2373649478,6144444.539425699,577250.4213653256,No,Inter,Privado,No Motorizado,5.0,603.0631705198903,159026,159002,Femenino,35,M-,69.9980765,4,67,117111,117111,1020,MONTEVIDEO
1591,1,1,15910101,1,Entretenimiento / ocio,17.3,"17,35",5.0,A pie hasta 10 cuadras,124211,118115.0,879.2865579,6137030.490818729,577827.7836471711,6136800.4202569295,577625.6845313974,No,Inter,Privado,No Motorizado,5.0,432.16967757290695,159111,159101,Femenino,66,A+,879.2865579,4,76,124211,124211,1020,MONTEVIDEO
1591,1,2,15910102,15,Regreso al hogar/hogar,18.3,"18,35",5.0,A pie hasta 10 cuadras,118115,124211.0,879.2865579,6136800.4202569295,577625.6845313974,6137030.490818729,577827.7836471711,No,Inter,Privado,No Motorizado,5.0,432.16967757290695,159112,159101,Femenino,66,A+,879.2865579,4,76,124211,124211,1020,MONTEVIDEO
1591,2,1,15910201,1,Trabajo,10.3,"11,1",40.0,Bus,124211,105101.0,879.2865579,6137030.490818729,577827.7836471711,6136948.287643188,573795.3342096396,No,Inter,Público,Motorizado,40.0,4114.65261307254,159121,159102,Masculino,66,A+,879.2865579, ,51,124211,124211,1020,MONTEVIDEO
1591,2,2,15910202,2,Compras,17.1,"17,2",10.0,A pie hasta 10 cuadras,105101,106304.0,879.2865579,6136948.287643188,573795.3342096396,6137215.825862577,574344.7118905721,No,Inter,Privado,No Motorizado,10.0,816.9159003220266,159122,159102,Masculino,66,A+,879.2865579, ,51,124211,124211,1020,MONTEVIDEO
1591,2,3,15910203,7,Trabajo,17.35,"17,45",10.0,A pie hasta 10 cuadras,106304,105101.0,879.2865579,6137215.825862577,574344.7118905721,6136948.287643188,573795.3342096396,No,Inter,Privado,No Motorizado,10.0,816.9159003220266,159123,159102,Masculino,66,A+,879.2865579, ,51,124211,124211,1020,MONTEVIDEO
