nform,nnper,nvj,IDPERV,origen,proposito,VF5,VF6,tiempoviaje,modoprincipal,codsegorigen,codsegproposito,wcal0_x,LATITUD_ORIGEN,LONGITUD_ORIGEN,LATITUD_DESTINO,LONGITUD_DESTINO,PICO_HABIL,Intra_Inter,publico_privado,motorizado,duracion,distancia_manhattan,idviaje,IDPER,SEXO,INSE,INSE_RecF,wcal0_y,E10,EDAD,codseghogar,CODSEG,CODLOC,NOMBLOC
1028,4,2,10280402,5,Regreso al hogar/hogar,19.0,"20,3",90.0,Bus,112031,113012.0,538.1559885,6139908.12988179,575201.3036827031,6139149.036492185,566878.0973640229,No,Inter,Público,Motorizado,90.0,9082.299708285369,102842,102804,Femenino,43,M,538.1559885,2,16,113012,113012,1020,MONTEVIDEO
1029,1,1,10290101,1,Tramites personal,9.0,11,120.0,Bus,113022,123003.0,467.8040856,6140024.5710097775,567961.460226273,6138547.759369361,576180.9350429475,Si,Inter,Público,Motorizado,120.0,9696.286457090755,102911,102901,Masculino,19,B-,467.8040856,1,20,113022,113022,1020,MONTEVIDEO
1029,1,2,10290102,4,Tramites personal,11.0,"11,3",30.0,Bus,123003,112015.0,467.8040856,6138547.759369361,576180.9350429475,6140729.61707256,575451.5461142606,No,Inter,Público,Motorizado,30.0,2911.246631885646,102912,102901,Masculino,19,B-,467.8040856,1,20,113022,113022,1020,MONTEVIDEO
1029,1,3,10290103,4,Regreso al hogar/hogar,13.0,"13,4",40.0,Bus,112015,113022.0,467.8040856,6140729.61707256,575451.5461142606,6140024.5710097775,567961.460226273,No,Inter,Público,Motorizado,40.0,8195.131950769923,102913,102901,Masculino,19,B-,467.8040856,1,20,113022,113022,1020,MONTEVIDEO
1029,1,4,10290104,1,Visitar a alguien,15.3,"15,35",5.0,A pie hasta 10 cuadras,113022,113152.0,467.8040856,6140024.5710097775,567961.460226273,6140168.587190099,566651.6854974318,No,Inter,Privado,No Motorizado,5.0,1453.790909162839,102914,102901,Masculino,19,B-,467.8040856,1,20,113022,113022,1020,MONTEVIDEO
1029,1,5,10290105,13,Regreso al hogar/hogar,19.0,"19,1",10.0,A pie hasta 10 cuadras,113152,113022.0,467.8040856,6140168.587190099,566651.6854974318,6140024.5710097775,567961.460226273,No,Inter,Privado,No Motorizado,10.0,1453.790909162839,102915,102901,Masculino,19,B-,467.8040856,1,20,113022,113022,1020,MONTEVIDEO
1029,2,1,10290201,1,Visitar a alguien,16.0,"16,15",15.0,A pie hasta 10 cuadras,113022,113014.0,467.8040856,6140024.5710097775,567961.460226273,6139719.893359583,567308.2595798436,No,Inter,Privado,No Motorizado,15.0,957.8782966240542,102921,102902,Femenino,19,B-,467.8040856, ,18,113022,113022,1020,MONTEVIDEO
1029,2,2,10290202,13,Regreso al hogar/hogar,20.35,"20,45",10.0,Auto pasajero,113014,113022.0,467.8040856,6139719.893359583,567308.2595798436,6140024.5710097775,567961.460226273,No,Inter,Privado,Motorizado,10.0,957.8782966240542,102922,102902,Femenino,19,B-,467.8040856, ,18,113022,113022,1020,MONTEVIDEO
1030,1,1,10300101,1,Asistencia médica,9.3,"9,45",15.0,A pie hasta 10 cuadras,113051,113048.0,389.5893968,6139762.484816943,566732.4055745013,6139168.796732677,566195.6330390584,No,Inter,Privado,No Motorizado,15.0,1130.4606197089888,103011,103001,Masculino,32,M-,389.5893968,7,50,113051,113051,1020,MONTEVIDEO
1030,1,2,10300102,8,Visitar a alguien,10.0,"10,05",5.0,A pie hasta 10 cuadras,113048,113050.0,389.5893968,6139168.796732677,566195.6330390584,6139452.98345448,566814.0352821858,No,Inter,Privado,No Motorizado,5.0,902.588964930037,103012,103001,Masculino,32,M-,389.5893968,7,50,113051,113051,1020,MONTEVIDEO
1030,1,3,10300103,13,Entretenimiento / ocio,12.1,"12,15",5.0,A pie hasta 10 cuadras,113050,113050.0,389.5893968,6139452.98345448,566814.0352821858,6139452.98345448,566814.0352821858,No,Intra,Privado,No Motorizado,5.0,0.0,103013,103001,Masculino,32,M-,389.5893968,7,50,113051,113051,1020,MONTEVIDEO
1030,1,4,10300104,15,Visitar a alguien,16.05,"16,1",5.0,A pie hasta 10 cuadras,113050,113048.0,389.5893968,6139452.98345448,566814.0352821858,6139168.796732677,566195.6330390584,No,Inter,Privado,No Motorizado,5.0,902.588964930037,103014,103001,Masculino,32,M-,389.5893968,7,50,113051,113051,1020,MONTEVIDEO
1030,1,5,10300105,13,Regreso al hogar/hogar,18.15,"18,2",5.0,A pie hasta 10 cuadras,113048,113051.0,389.5893968,6139168.796732677,566195.6330390584,6139762.484816943,566732.4055745013,No,Inter,Privado,No Motorizado,5.0,1130.4606197089888,103015,103001,Masculino,32,M-,389.5893968,7,50,113051,113051,1020,MONTEVIDEO
1030,1,6,10300106,1,Visitar a alguien,19.0,"19,1",10.0,A pie hasta 10 cuadras,113051,113048.0,389.5893968,6139762.484816943,566732.4055745013,6139168.796732677,566195.6330390584,No,Inter,Privado,No Motorizado,10.0,1130.4606197089888,103016,103001,Masculino,32,M-,389.5893968,7,50,113051,113051,1020,MONTEVIDEO
1030,1,7,10300107,13,Regreso al hogar/hogar,23.3,"23,35",5.0,A pie hasta 10 cuadras,113048,113051.0,389.5893968,6139168.796732677,566195.6330390584,6139762.484816943,566732.4055745013,No,Inter,Privado,No Motorizado,5.0,1130.4606197089888,103017,103001,Masculino,32,M-,389.5893968,7,50,113051,113051,1020,MONTEVIDEO
1031,1,1,10310101,1,Trabajo,6.3,"7,1",40.0,Bus,113236,116005.0,199.8257884,6143150.40841256,566876.2702347746,6145020.349458593,568852.4944893611,No,Inter,Público,Motorizado,40.0,3846.1653006195556,103111,103101,Femenino,32,M-,199.8257884, ,56,113236,113236,1020,MONTEVIDEO
1031,1,2,10310102,2,Compras (hogar),15.3,"16,13",43.0,Bus,116005,107303.0,199.8257884,6145020.349458593,568852.4944893611,6137345.458235961,574648.1757573421,No,Inter,Público,Motorizado,43.0,13470.572490612627,103112,103101,Femenino,32,M-,199.8257884, ,56,113236,113236,1020,MONTEVIDEO
1031,1,3,10310103,6,Regreso al hogar/hogar,17.45,19,75.0,Bus,107303,113236.0,199.8257884,6137345.458235961,574648.1757573421,6143150.40841256,566876.2702347746,No,Inter,Público,Motorizado,75.0,13576.855699166073,103113,103101,Femenino,32,M-,199.8257884, ,56,113236,113236,1020,MONTEVIDEO
1032,1,1,10320101,1,Otro,5.3,"6,25",55.0,Bus,113051,105201.0,627.1948052,6139762.484816943,566732.4055745013,6136938.967955292,573993.6360464225,No,Inter,Público,Motorizado,55.0,10084.747333572363,103211,103201,Masculino,23,B+,627.1948052, ,53,113051,113051,1020,MONTEVIDEO
1032,1,2,10320102,16,Regreso al hogar/hogar,18.1,"19,4",90.0,Bus,105201,113051.0,627.1948052,6136938.967955292,573993.6360464225,6139762.484816943,566732.4055745013,No,Inter,Público,Motorizado,90.0,10084.747333572363,103212,103201,Masculino,23,B+,627.1948052, ,53,113051,113051,1020,MONTEVIDEO
1032,2,1,10320201,1,Tramites trabajo,8.0,9,60.0,Bus,113051,119102.0,627.1948052,6139762.484816943,566732.4055745013,6139687.482428174,574803.92405896,Si,Inter,Público,Motorizado,60.0,8146.520873228554,103221,103202,Femenino,23,B+,627.1948052, ,49,113051,113051,1020,MONTEVIDEO
1032,2,2,10320202,3,Regreso al hogar/hogar,11.2,"12,3",70.0,Bus,119102,113051.0,627.1948052,6139687.482428174,574803.92405896,6139762.484816943,566732.4055745013,No,Inter,Público,Motorizado,70.0,8146.520873228554,103222,103202,Femenino,23,B+,627.1948052, ,49,113051,113051,1020,MONTEVIDEO
1032,5,1,10320501,1,Asistencia médica,10.3,"11,3",60.0,Bus,113051,102001.0,627.1948052,6139762.484816943,566732.4055745013,6136817.028003552,571758.2545875871,No,Inter,Público,Motorizado,60.0,7971.305826477124,103251,103205,Femenino,23,B+,627.1948052,3,22,113051,113051,1020,MONTEVIDEO
1032,5,2,10320502,8,Regreso al hogar/hogar,12.0,"13,15",75.0,Bus,102001,113051.0,627.1948052,6136817.028003552,571758.2545875871,6139762.484816943,566732.4055745013,No,Inter,Público,Motorizado,75.0,7971.305826477124,103252,103205,Femenino,23,B+,627.1948052,3,22,113051,113051,1020,MONTEVIDEO
1032,6,1,10320601,1,Visitar a alguien,14.0,"14,2",20.0,Bus,113051,113023.0,627.1948052,6139762.484816943,566732.4055745013,6140284.016380126,567664.5004325686,No,Inter,Público,Motorizado,20.0,1453.6264212497044,103261,103206,Masculino,23,B+,627.1948052,1,19,113051,113051,1020,MONTEVIDEO
1032,6,2,10320602,13,Regreso al hogar/hogar,15.4,18,140.0,Bus,113023,113051.0,627.1948052,6140284.016380126,567664.5004325686,6139762.484816943,566732.4055745013,No,Inter,Público,Motorizado,140.0,1453.6264212497044,103262,103206,Masculino,23,B+,627.1948052,1,19,113051,113051,1020,MONTEVIDEO
1032,7,1,10320701,1,Estudios,7.0,"7,2",20.0,A pie hasta 10 cuadras,113051,113012.0,627.1948052,6139762.484816943,566732.4055745013,6139149.036492185,566878.0973640229,Si,Inter,Privado,No Motorizado,20.0,759.1401142801624,103271,103207,Masculino,23,B+,627.1948052, ,13,113051,113051,1020,MONTEVIDEO
1032,7,2,10320702,5,Regreso al hogar/hogar,12.15,"12,25",10.0,A pie hasta 10 cuadras,113012,113051.0,627.1948052,6139149.036492185,566878.0973640229,6139762.484816943,566732.4055745013,No,Inter,Privado,No Motorizado,10.0,759.1401142801624,103272,103207,Masculino,23,B+,627.1948052, ,13,113051,113051,1020,MONTEVIDEO
1032,8,1,10320801,1,Visitar a alguien,15.0,"15,1",10.0,Moto pasajero,113051,113016.0,627.1948052,6139762.484816943,566732.4055745013,6139788.878553427,567743.230393314,No,Inter,Privado,Motorizado,10.0,1037.2185552963056,103281,103208,Femenino,23,B+,627.1948052,6,21,113051,113051,1020,MONTEVIDEO
1032,8,2,10320802,13,Regreso al hogar/hogar,18.4,"18,45",5.0,Auto pasajero,113016,113051.0,627.1948052,6139788.878553427,567743.230393314,6139762.484816943,566732.4055745013,No,Inter,Privado,Motorizado,5.0,1037.2185552963056,103282,103208,Femenino,23,B+,627.1948052,6,21,113051,113051,1020,MONTEVIDEO
1033,1,1,10330101,1,Compras (hogar),9.3,"9,35",5.0,A pie hasta 10 cuadras,113022,113021.0,484.8265598,6140024.5710097775,567961.460226273,6140061.38987884,568295.1327092517,No,Inter,Privado,No Motorizado,5.0,370.4913520413684,103311,103301,Femenino,49,M+,484.8265598,4,71,113022,113022,1020,MONTEVIDEO
1033,1,2,10330102,6,Regreso al hogar/hogar,9.55,10,5.0,A pie hasta 10 cuadras,113021,113022.0,484.8265598,6140061.38987884,568295.1327092517,6140024.5710097775,567961.460226273,No,Inter,Privado,No Motorizado,5.0,370.4913520413684,103312,103301,Femenino,49,M+,484.8265598,4,71,113022,113022,1020,MONTEVIDEO
1033,1,3,10330103,1,Entretenimiento / ocio,14.0,"14,05",5.0,A pie hasta 10 cuadras,113022,113022.0,484.8265598,6140024.5710097775,567961.460226273,6140024.5710097775,567961.460226273,No,Intra,Privado,No Motorizado,5.0,0.0,103313,103301,Femenino,49,M+,484.8265598,4,71,113022,113022,1020,MONTEVIDEO
1033,1,4,10330104,15,Regreso al hogar/hogar,18.3,"18,35",5.0,A pie hasta 10 cuadras,113022,113022.0,484.8265598,6140024.5710097775,567961.460226273,6140024.5710097775,567961.460226273,No,Intra,Privado,No Motorizado,5.0,0.0,103314,103301,Femenino,49,M+,484.8265598,4,71,113022,113022,1020,MONTEVIDEO
1035,1,1,10350101,1,Trabajo,8.3,"9,3",60.0,Bus,116018,101205.0,119.7925354,6142061.038281982,570024.2078533452,6137168.369119848,573506.9756576247,Si,Inter,Público,Motorizado,60.0,8375.436966413166,103511,103501,Masculino,29,B+,119.7925354, ,24,116018,116018,1020,MONTEVIDEO
1035,1,2,10350102,2,Regreso al hogar/hogar,19.0,"19,4",40.0,Bus,101205,116018.0,119.7925354,6137168.369119848,573506.9756576247,6142061.038281982,570024.2078533452,No,Inter,Público,Motorizado,40.0,8375.436966413166,103512,103501,Masculino,29,B+,119.7925354, ,24,116018,116018,1020,MONTEVIDEO
1035,2,1,10350201,1,Trabajo,8.3,"9,3",60.0,Bus,116018,101205.0,119.7925354,6142061.038281982,570024.2078533452,6137168.369119848,573506.9756576247,Si,Inter,Público,Motorizado,60.0,8375.436966413166,103521,103502,Femenino,29,B+,119.7925354, ,35,116018,116018,1020,MONTEVIDEO
1035,2,2,10350202,2,Dejar/recoger niños,12.45,13,15.0,A pie hasta 10 cuadras,101205,106203.0,119.7925354,6137168.369119848,573506.9756576247,6137263.397843858,573966.9147734401,No,Inter,Privado,No Motorizado,15.0,554.9678398255492,103522,103502,Femenino,29,B+,119.7925354, ,35,116018,116018,1020,MONTEVIDEO
1035,2,3,10350203,11,Trabajo,13.0,"13,15",15.0,A pie hasta 10 cuadras,106203,101205.0,119.7925354,6137263.397843858,573966.9147734401,6137168.369119848,573506.9756576247,No,Inter,Privado,No Motorizado,15.0,554.9678398255492,103523,103502,Femenino,29,B+,119.7925354, ,35,116018,116018,1020,MONTEVIDEO
1035,2,4,10350204,2,Dejar/recoger niños,16.45,17,15.0,A pie hasta 10 cuadras,101205,106203.0,119.7925354,6137168.369119848,573506.9756576247,6137263.397843858,573966.9147734401,No,Inter,Privado,No Motorizado,15.0,554.9678398255492,103524,103502,Femenino,29,B+,119.7925354, ,35,116018,116018,1020,MONTEVIDEO
1035,2,5,10350205,11,Trabajo,17.0,"17,1",10.0,A pie hasta 10 cuadras,106203,101205.0,119.7925354,6137263.397843858,573966.9147734401,6137168.369119848,573506.9756576247,No,Inter,Privado,No Motorizado,10.0,554.9678398255492,103525,103502,Femenino,29,B+,119.7925354, ,35,116018,116018,1020,MONTEVIDEO
1035,2,6,10350206,2,Regreso al hogar/hogar,19.0,"19,4",40.0,Bus,101205,116018.0,119.7925354,6137168.369119848,573506.9756576247,6142061.038281982,570024.2078533452,No,Inter,Público,Motorizado,40.0,8375.436966413166,103526,103502,Femenino,29,B+,119.7925354, ,35,116018,116018,1020,MONTEVIDEO
1035,3,1,10350301,1,Estudios,7.0,"7,3",30.0,Bus,116018,120039.0,119.7925354,6142061.038281982,570024.2078533452,6142293.973426571,572604.4936878927,Si,Inter,Público,Motorizado,30.0,2813.220979136764,103531,103503,Femenino,29,B+,119.7925354,2,16,116018,116018,1020,MONTEVIDEO
1035,3,2,10350302,5,Otro,11.15,"12,3",75.0,Bus,120039,101205.0,119.7925354,6142293.973426571,572604.4936878927,6137168.369119848,573506.9756576247,No,Inter,Público,Motorizado,75.0,6028.086276454967,103532,103503,Femenino,29,B+,119.7925354,2,16,116018,116018,1020,MONTEVIDEO
1035,3,3,10350303,16,Regreso al hogar/hogar,19.0,"19,4",40.0,Bus,101205,116018.0,119.7925354,6137168.369119848,573506.9756576247,6142061.038281982,570024.2078533452,No,Inter,Público,Motorizado,40.0,8375.436966413166,103533,103503,Femenino,29,B+,119.7925354,2,16,116018,116018,1020,MONTEVIDEO
1035,4,1,10350401,1,Otro,8.3,"9,3",60.0,Bus,116018,101205.0,119.7925354,6142061.038281982,570024.2078533452,6137168.369119848,573506.9756576247,Si,Inter,Público,Motorizado,60.0,8375.436966413166,103541,103504,Masculino,29,B+,119.7925354, ,7,116018,116018,1020,MONTEVIDEO
1035,4,2,10350402,16,Estudios,12.45,13,15.0,A pie hasta 10 cuadras,101205,106203.0,119.7925354,6137168.369119848,573506.9756576247,6137263.397843858,573966.9147734401,No,Inter,Privado,No Motorizado,15.0,554.9678398255492,103542,103504,Masculino,29,B+,119.7925354, ,7,116018,116018,1020,MONTEVIDEO
1035,4,3,10350403,5,Otro,17.0,"17,1",10.0,A pie hasta 10 cuadras,106203,101205.0,119.7925354,6137263.397843858,573966.9147734401,6137168.369119848,573506.9756576247,No,Inter,Privado,No Motorizado,10.0,554.9678398255492,103543,103504,Masculino,29,B+,119.7925354, ,7,116018,116018,1020,MONTEVIDEO
1035,4,4,10350404,16,Regreso al hogar/hogar,19.0,"19,4",40.0,Bus,101205,116018.0,119.7925354,6137168.369119848,573506.9756576247,6142061.038281982,570024.2078533452,No,Inter,Público,Motorizado,40.0,8375.436966413166,103544,103504,Masculino,29,B+,119.7925354, ,7,116018,116018,1020,MONTEVIDEO
1036,2,1,10360201,1,Entretenimiento / ocio,17.05,18,55.0,Moto conductor,116011,114010.0,136.8806657,6142734.827261859,569457.4926526657,6141894.509498599,573348.7458220363,No,Inter,Privado,Otro,55.0,4731.570932630217,103621,103602,Masculino,11,B-,136.8806657, ,26,116011,116011,1020,MONTEVIDEO
1036,2,2,10360202,15,Regreso al hogar/hogar,19.5,20,10.0,Moto conductor,114010,116015.0,136.8806657,6141894.509498599,573348.7458220363,6142396.607709383,569590.1808094576,No,Inter,Privado,Otro,10.0,4260.663223362411,103622,103602,Masculino,11,B-,136.8806657, ,26,116011,116011,1020,MONTEVIDEO
1036,3,1,10360301,1,Trabajo,11.1,13,110.0,Bus,116011,118111.0,136.8806657,6142734.827261859,569457.4926526657,6135803.534036971,577001.9202653219,No,Inter,Público,Motorizado,110.0,14475.720837544068,103631,103603,Femenino,11,B-,136.8806657, ,19,116011,116011,1020,MONTEVIDEO
1036,3,2,10360302,2,Regreso al hogar/hogar,21.0,23,120.0,Bus,118111,116011.0,136.8806657,6135803.534036971,577001.9202653219,6142734.827261859,569457.4926526657,No,Inter,Público,Motorizado,120.0,14475.720837544068,103632,103603,Femenino,11,B-,136.8806657, ,19,116011,116011,1020,MONTEVIDEO
1037,1,1,10370101,1,Tramites personal,9.0,"9,3",30.0,A pie,111092,117102.0,91.42437081,6148856.008656296,581315.6659913898,6147174.653577174,578198.4971256718,Si,Inter,Privado,No Motorizado,30.0,4798.523944839835,103711,103701,Femenino,32,M-,91.42437081,4,63,111092,111092,1020,MONTEVIDEO
1037,1,2,10370102,4,Regreso al hogar/hogar,13.0,14,60.0,A pie,117102,111092.0,91.42437081,6147174.653577174,578198.4971256718,6148856.008656296,581315.6659913898,No,Inter,Privado,No Motorizado,60.0,4798.523944839835,103712,103701,Femenino,32,M-,91.42437081,4,63,111092,111092,1020,MONTEVIDEO
1038,5,1,10380501,1,Trabajo,8.45,"9,15",30.0,Bus,113037,113027.0,92.50383022,6144176.678345202,566804.0956684002,6140572.65017052,568177.4215517736,Si,Inter,Público,Motorizado,30.0,4977.354058054974,103851,103805,Femenino,15,B-,92.50383022, ,30,113037,113037,1020,MONTEVIDEO
1038,5,2,10380502,2,Regreso al hogar/hogar,17.3,18,30.0,Bus,113027,113037.0,92.50383022,6140572.65017052,568177.4215517736,6144176.678345202,566804.0956684002,No,Inter,Público,Motorizado,30.0,4977.354058054974,103852,103805,Femenino,15,B-,92.50383022, ,30,113037,113037,1020,MONTEVIDEO
1039,1,1,10390101,1,Compras (hogar),20.3,"20,35",5.0,Bus,121016,121115.0,558.7278729,6145944.848856817,571864.7666725257,6145958.133053914,571395.626933501,No,Inter,Público,Motorizado,5.0,482.4239361213986,103911,103901,Masculino,56,A-,558.7278729,4,82,121016,121016,1020,MONTEVIDEO
1039,1,2,10390102,6,Regreso al hogar/hogar,21.5,22,10.0,Bus,121115,121016.0,558.7278729,6145958.133053914,571395.626933501,6145944.848856817,571864.7666725257,No,Inter,Público,Motorizado,10.0,482.4239361213986,103912,103901,Masculino,56,A-,558.7278729,4,82,121016,121016,1020,MONTEVIDEO
1039,2,1,10390201,1,Compras (hogar),19.0,"19,3",30.0,A pie hasta 10 cuadras,121016,121225.0,558.7278729,6145944.848856817,571864.7666725257,6145356.654709246,572133.6969350424,No,Inter,Privado,No Motorizado,30.0,857.1244100877084,103921,103902,Masculino,56,A-,558.7278729, ,42,121016,121016,1020,MONTEVIDEO
1039,2,2,10390202,6,Regreso al hogar/hogar,21.5,22,10.0,A pie hasta 10 cuadras,121225,121016.0,558.7278729,6145356.654709246,572133.6969350424,6145944.848856817,571864.7666725257,No,Inter,Privado,No Motorizado,10.0,857.1244100877084,103922,103902,Masculino,56,A-,558.7278729, ,42,121016,121016,1020,MONTEVIDEO
1040,1,1,10400101,1,Tramites personal,8.3,"9,3",60.0,Bus,111092,115104.0,129.1773333,6148856.008656296,581315.6659913898,6137681.230666945,575111.4065259475,Si,Inter,Público,Motorizado,60.0,17379.037454793463,104011,104001,Femenino,10,B-,129.1773333,3,48,111092,111092,1020,MONTEVIDEO
1040,1,2,10400102,4,Regreso al hogar/hogar,11.3,"12,3",60.0,Bus,115104,111092.0,129.1773333,6137681.230666945,575111.4065259475,6148856.008656296,581315.6659913898,No,Inter,Público,Motorizado,60.0,17379.037454793463,104012,104001,Femenino,10,B-,129.1773333,3,48,111092,111092,1020,MONTEVIDEO
1040,3,1,10400301,1,Acompañar a alguien,15.0,"15,15",15.0,Bus,111092,117001.0,129.1773333,6148856.008656296,581315.6659913898,6148137.198376415,578584.1242502204,No,Inter,Público,Motorizado,15.0,3450.3520210500574,104031,104003,Femenino,10,B-,129.1773333,9,16,111092,111092,1020,MONTEVIDEO
1040,3,2,10400302,14,Regreso al hogar/hogar,18.5,19,10.0,Bus,117001,111092.0,129.1773333,6148137.198376415,578584.1242502204,6148856.008656296,581315.6659913898,No,Inter,Público,Motorizado,10.0,3450.3520210500574,104032,104003,Femenino,10,B-,129.1773333,9,16,111092,111092,1020,MONTEVIDEO
1043,1,1,10430101,1,Asistencia médica,7.0,"8,15",75.0,Bus,121130,123205.0,697.2748995,6144969.012430292,571562.1988807656,6138762.5200587325,576626.8213472965,Si,Inter,Público,Motorizado,75.0,11271.114838090027,104311,104301,Masculino,48,M+,697.2748995, ,21,121130,121130,1020,MONTEVIDEO
1043,1,2,10430102,8,Acompañar a alguien,9.3,"9,5",20.0,Bus,123205,107206.0,697.2748995,6138762.5200587325,576626.8213472965,6137007.073463507,574998.3903231045,No,Inter,Público,Motorizado,20.0,3383.8776194175007,104312,104301,Masculino,48,M+,697.2748995, ,21,121130,121130,1020,MONTEVIDEO
1043,1,3,10430103,14,Trabajo,10.0,"10,4",40.0,Bus,107206,121225.0,697.2748995,6137007.073463507,574998.3903231045,6145356.654709246,572133.6969350424,No,Inter,Público,Motorizado,40.0,11214.274633801077,104313,104301,Masculino,48,M+,697.2748995, ,21,121130,121130,1020,MONTEVIDEO
